cluster	EQ1	EQ2	EQ3	EQ4	EQ5	EQ6	EW1	EW2	EW3	EW4	EW5	EW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0007466	0.05	1.46	0	NA	4.17	0.65	0	0.04	0.38	NA	0	0	33.71	12.5	0	66.67	0.58	0.27	0	8.62
FEX_0007467	0.12	0.58	0.14	3.89	0.79	1.67	1.54	0.39	0.2	0.29	0.27	0.37	7.97	4.11	0	20.06	0.31	0.19	0.16	2.58
FEX_0007468	NA	2.13	NA	NA	4.17	NA	0	0	NA	NA	NA	NA	16.67	0	NA	NA	NA	0.24	0	8.33
FEX_0007469	0.16	0.63	0.18	0.08	0.21	1.5	0.13	0.43	0.2	0.37	0.31	0.38	0.05	0.33	0	0	0.04	0.21	0.21	0.24
FEX_0007470	0.13	0.57	0.23	5.33	0.19	1.81	1.9	0.54	0.26	0.21	0.31	0.43	0.09	2.44	0	0	0.31	0.17	0.21	1.61
FEX_0007471	0.11	0.51	0.87	14.29	0	2.54	5.91	0.84	0.21	0.22	0.29	0.36	0.14	6.67	0	0	0.93	0	0.03	4.76
FEX_0007472	0.08	0.49	NA	14.29	0	2.25	8.33	1.04	0.18	14.51	0	0.32	0.28	7.69	0	0	1.3	0	0.03	4.08
FEX_0007473	0.24	50	0.05	0	NA	3.18	18.24	7.06	66.38	0.15	15.58	16.98	29.3	60	NA	46.02	0.09	42.78	59.77	14.59
FEX_0007474	33.33	NA	NA	NA	NA	2.22	0.85	NA	0.56	NA	NA	2.9	0	0	NA	0	NA	0	NA	50
FEX_0007475	0.21	0.26	0.21	0.1	NA	NA	0.03	0.28	0.5	1.14	0.2	0.21	9.63	1.68	0.04	0.03	0	0	0.05	0.75
FEX_0007476	7.12	0.33	12.29	8.52	0.38	3.72	0.18	0.26	0.04	1.04	0.16	0.63	0.28	0.45	0.02	0.1	0.13	1.95	0.2	2.55
FEX_0007477	99.61	NA	96.51	24.8	0.15	2.38	0.12	0.25	0.17	NA	0.32	0	0	0	0	NA	NA	36.24	NA	0.22
FEX_0007478	NA	100	NA	NA	NA	NA	0	100	NA	50	0	0	NA	0	0	NA	0	1.56	NA	0.35
FEX_0007479	0.14	7.75	0.09	0.21	0.2	1.06	0.09	0.25	0.1	0.26	0.17	0.34	1.49	1.79	0.06	0.11	0.05	0.16	0.2	0.47
FEX_0007480	0.03	100	0.22	NA	0	NA	0	0.1	NA	0.21	0	0.26	4.55	14.29	NA	NA	NA	0.27	NA	0
FEX_0007481	NA	0	NA	NA	0.51	NA	0.56	0.13	0	0.35	0	1.15	0	0	NA	0	0	0	NA	1.51
FEX_0007482	0.73	9.15	0.09	0.03	0.18	0.99	0.19	0.51	0.22	0.31	0.54	0.17	3.52	0	0.04	99.64	0.8	11.35	0.25	4.22
FEX_0007483	0.1	50	0	NA	0	NA	0.47	0	0	NA	0.66	0	4.69	NA	0	99.69	0.8	17.63	NA	0
FEX_0007484	34.72	66.67	0.19	40.29	0.72	NA	37.5	14.77	1.4	NA	0	34.13	0.12	0	0	0.98	0.12	29.5	0	0
FEX_0007485	NA	66.67	0.46	NA	0.29	NA	60	0.84	NA	NA	0	NA	NA	NA	NA	0.98	NA	50.15	NA	0
FEX_0007486	26.04	40	0.16	40.29	0.72	NA	33.6	12.92	1.4	0.19	0	34.13	0.09	0	0	0.58	0.12	18.41	0.26	0
FEX_0007487	0	16.67	0.16	0	0	1.67	0.25	12.53	0.13	12.5	0.64	0.05	0.32	0	0	0	NA	0.1	0	0.48
FEX_0007488	0	0.08	0.06	0.22	0.26	1.06	0.17	0.12	0.28	0	0.24	0.07	0.16	0.05	0.08	0.14	0	0.11	0.52	0.46
FEX_0007489	0	0	0	40.29	1.16	NA	17.2	0	NA	0.28	NA	NA	0.09	0	NA	0.18	0.12	9.35	0.35	0
FEX_0007491	NA	NA	NA	NA	NA	NA	NA	75	53.13	NA	NA	NA	NA	NA	NA	49.14	NA	0	NA	6.38
FEX_0007492	NA	NA	0	NA	NA	0	NA	NA	25	0.39	NA	0	NA	0	NA	NA	NA	0	NA	NA
FEX_0007493	NA	NA	0	NA	NA	0	NA	NA	25	0.39	NA	0	NA	0	NA	NA	NA	0	NA	NA
FEX_0007494	0.28	11.2	0.35	0.16	0.12	2.03	6.41	1.93	15.32	0.3	6.68	7.13	10.96	11.68	0	25.57	0.08	9.39	19.92	7.17
FEX_0007495	100	NA	100	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	100
FEX_0007496	0.46	NA	NA	0.23	NA	1.8	0	0	0	0	0	0	0.23	0	NA	0.16	0	NA	NA	0
FEX_0007497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0007498	NA	0	0	0.19	NA	NA	1.06	0.43	NA	NA	NA	0	NA	0.48	NA	0	NA	0.07	0.24	0.25
FEX_0007499	0.29	0.11	0.5	0.18	0.12	0.87	0.04	0.1	0	0.36	0	0.56	0.48	0.18	0	0	0.08	0.12	0	0.28
FEX_0007500	0.03	0.1	0	0	NA	2.02	0.69	0.14	NA	0.08	0.35	0	0.21	0	NA	0.09	NA	0.14	0	0
FEX_0007501	0.27	0.18	0.26	0.42	0.65	1.05	0.38	0.22	0.92	0.18	0.32	0.32	0.2	0.04	0.05	0.15	0.07	0.17	0.18	0.37
FEX_0007502	0.12	0	0	0.52	0.31	0.82	0.28	0.14	0.2	0.04	0.14	0.19	0.21	0	0.06	0.07	0.09	0.3	0.14	0.37
FEX_0007504	0.87	0	0.3	0.25	NA	1.42	0.11	0.07	0.18	0.18	0.22	0.24	0.83	0	NA	0.16	0.1	0.03	33.33	0.68
FEX_0007505	0.12	0.46	0.64	0	NA	0.7	0	0.33	0.21	NA	NA	2.95	0.29	0	0.06	0.11	0	0	NA	0.15
FEX_0007506	0.12	0.46	0.64	0	NA	0.7	0	0.33	0.21	NA	NA	2.95	0.29	0	0.06	0.11	0	0	NA	0.15
FEX_0007507	0	0	NA	0.19	0.07	0	0	0	NA	0	0	0.33	0	0.18	0	0	0	0.25	1.23	15.84
FEX_0007509	0	0	NA	NA	39.87	99.19	0.21	0	50	40	0	0.33	0.18	0	0	33.26	0	33.54	100	13.45
FEX_0007510	0	0.35	NA	0	NA	0	0	0	0.32	0.16	1.64	0.38	NA	0	0.28	0	NA	0	NA	0.47
FEX_0007511	0	0.17	0	0	0.02	1.99	0.19	0.16	0.26	0.3	0.71	0.21	0.56	0	0.28	0	NA	0.12	0.33	0.28
FEX_0007512	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.69	NA	0	NA	0	NA	0	NA	0
FEX_0007513	0	0	0	0.03	NA	39.22	28.68	36.01	23.06	33.05	0	43.8	0	33.36	0	14.28	0	25	99.75	1.3
FEX_0007514	NA	0	NA	0.13	NA	2.17	25.39	31.11	32.92	66.09	NA	28.68	0	50.06	NA	24.94	NA	100	99.75	1.16
FEX_0007515	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	50	NA	0
FEX_0007517	0.1	0.14	0	0.11	0.41	0.55	0.24	1.2	18.93	0.21	0.22	0.2	0.29	0.67	0	0.02	21.64	0.22	11.11	2.72
FEX_0007518	0	0.37	NA	0	NA	NA	0	0	0.42	1.02	0.43	NA	0	0	NA	0	NA	NA	33.33	0.6
FEX_0007519	NA	NA	NA	NA	99.49	99.19	NA	0	100	100	NA	NA	NA	NA	NA	66.52	NA	66.67	100	NA
FEX_0007520	0	0.13	0.05	25.25	0.34	1.26	0.23	0.02	8.43	9.09	0.09	10.87	13.07	0.59	0	0	0.12	0	0.11	0.13
FEX_0007521	0.14	50	NA	NA	NA	NA	25.27	99.69	0.16	NA	NA	25.11	66.53	15.57	100	50	50	1.79	50.44	32.32
FEX_0007522	0.15	0.04	0	0.21	0.03	3.36	0.14	0.12	0.28	0.46	0.28	0.3	0.06	0.16	0.05	0	0	0.08	0.49	0.31
FEX_0007525	NA	NA	NA	NA	NA	NA	0.23	0.38	NA	NA	100	NA	NA	0	NA	NA	NA	NA	NA	0
FEX_0007526	0	NA	0	0	0.45	4.27	0.64	0.26	NA	0	50.44	0.57	0.12	0	NA	NA	0	0	0.1	0
FEX_0007527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0
FEX_0007528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0
FEX_0007529	0.65	50	0.25	NA	NA	NA	25.27	99.69	0.23	0	NA	10.04	66.53	7.79	100	50	50	0.9	40.35	28.28
FEX_0007530	NA	NA	NA	NA	0	0	0.38	NA	0.16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.64
FEX_0007531	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007532	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007534	0.07	0.05	0.1	1.29	0.4	2.34	3.27	0.35	0.33	0.25	1.22	0.32	1.4	1.42	0.1	0.04	0.03	0.23	1.09	0.62
FEX_0007535	0	0	NA	NA	NA	3.1	0	0.92	NA	0.35	NA	1.59	74.16	NA	NA	0	NA	NA	0	0
FEX_0007536	NA	0	NA	NA	NA	NA	0	0.34	0.33	NA	0	NA	NA	NA	0.08	NA	NA	1.28	NA	3.85
FEX_0007537	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
FEX_0007538	0.04	0	0.3	0.25	NA	1.11	0.24	0.05	0	0.3	0.23	0	0.2	0	0.02	0	0	0.06	NA	0.18
FEX_0007539	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007540	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007543	0.38	NA	NA	0.16	NA	1.34	0.15	0.26	0	0	0.19	0.72	0.02	14.29	NA	99.8	NA	0	0	0
FEX_0007544	0.38	NA	NA	0.16	NA	1.56	0.16	0.33	0	NA	0.19	0.72	14.3	0	NA	99.8	NA	0	0	25
FEX_0007545	100	14.29	NA	NA	NA	NA	NA	20	100	0	NA	NA	NA	0	NA	0	0	66.67	0	NA
FEX_0007546	0	0.24	0.35	1.52	3.03	1.7	0.25	0.12	0	1.01	0.7	0.19	0.27	0	0.1	0	0	0.16	99.69	0.43
FEX_0007547	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.38	NA	0
FEX_0007548	0	0	0.42	0	3.03	0.73	0.7	0.27	0	1.23	1.34	0.22	1.47	0	NA	NA	0	0	NA	0.48
FEX_0007549	0.11	0.33	0.12	1.67	0	2.48	0.43	0	0.44	0	0.15	0.38	0.1	0	0	0.09	0	0	0.83	0.47
FEX_0007550	0.02	0.55	0	0.05	NA	1.26	0	0	0.33	0.15	0.1	0.16	0.35	0	0	0.25	0	0.05	0	0.12
FEX_0007551	0	0.4	0.52	0.66	NA	2.86	0	0	0.8	NA	0	0	1.53	0	0	0	0	0.67	NA	0
FEX_0007552	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.34	NA
FEX_0007553	0	1.12	0	0.37	0	NA	0.41	0.91	0.07	0	0	0	0.51	0	NA	NA	NA	0.27	NA	0.86
FEX_0007554	0.16	0.47	0.26	0.22	NA	0.92	0.32	11.11	0	0.11	NA	0	NA	0	NA	0.14	NA	0.27	0	0.12
FEX_0007555	0	0.21	0	0.29	0.07	2.92	0.1	0.26	0.25	0.52	0	0.15	1.02	0	0	0.1	0.22	0.24	0.31	0.8
FEX_0007556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0.41
FEX_0007557	0	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	0.07	NA	NA	0.06	NA	NA	0
FEX_0007558	0	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	0.07	NA	NA	0.06	NA	NA	0
FEX_0007559	0	0	0	4.17	NA	0.48	0	0	NA	NA	0.4	NA	0	0	NA	NA	NA	0	NA	0.83
FEX_0007560	0.21	NA	NA	NA	NA	NA	0	NA	NA	1.57	0.43	0	0	0.14	NA	NA	NA	NA	NA	1.46
FEX_0007561	0.07	0.17	NA	0.14	NA	1.92	0	0	0	0	0	0	0.23	0	0	0	0.05	0	0.15	0.44
FEX_0007562	1.36	NA	0	NA	NA	2.42	0.18	0	0	0.32	0.26	0	0	0	NA	0	NA	0	NA	0
FEX_0007563	0.46	NA	0	0	NA	2.42	0.18	0.43	0.11	0.13	0.26	0	0	0	NA	0	NA	0	NA	0
FEX_0007564	0.43	0.13	0.18	0.23	16.31	2.54	0.25	0.15	0.15	0.04	0.65	4.28	7.7	0	0.05	0.23	0.05	0	0.18	0.25
FEX_0007565	0	0.04	0.22	0	0.34	4.85	0	0	0.03	0.14	NA	0.19	0.38	0	0.24	0.32	0.17	0	0	0.01
FEX_0007566	0.24	0	0.19	0.12	2.27	1.68	0	0	0.26	NA	0	0.24	0.23	0	0	NA	0	0	0.36	0.2
FEX_0007567	0.25	0	0.22	0.12	2.27	1.67	0.26	0.38	0.27	NA	0.05	0.14	0.25	1.19	0.03	NA	0	1.05	12.77	14.41
FEX_0007568	0.25	NA	0.28	NA	NA	2.61	0	0.47	0.3	NA	0.18	0	0.58	5.56	0	NA	0	3.51	0.13	0
FEX_0007569	22.34	12.61	0.11	53.97	49.92	21.25	26.76	14.48	30	5.53	19.09	6.77	29.65	16.19	0	50	0	0.13	9.09	23.32
FEX_0007570	NA	NA	NA	99.33	NA	NA	100	NA	NA	NA	NA	NA	98.44	NA	NA	NA	NA	NA	NA	75
FEX_0007571	16.87	10.62	0.13	0.11	25.06	17.36	15.76	20.56	42.76	5.25	15.91	20.06	21.06	17.95	0	20	0.04	0.27	7.69	15.64
FEX_0007572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
FEX_0007573	0.45	19.6	0.11	NA	0.2	50.73	0	0.44	66.24	0	0	16.9	30.13	88.34	0	40	0.11	NA	0	0.1
FEX_0007574	0.38	0.35	NA	NA	0.62	NA	0	0.23	0.09	NA	0	0	67.05	99.53	0	NA	0	0.35	NA	0.76
FEX_0007575	0.11	0.4	0.44	NA	0.12	NA	0.29	0.4	0.72	0.1	0	0	0.2	0.21	NA	NA	0	NA	0.13	0.04
FEX_0007577	0	0.1	0	0	0	2.3	1.17	0.26	0.1	0.11	0	0.8	0.56	0	NA	0	NA	0	0	0.17
FEX_0007578	0	NA	0	0	0.08	NA	NA	0	5.88	1.17	0	NA	0	0	20.11	NA	20	0.28	0	13.76
FEX_0007579	0	NA	0	0	0.08	NA	NA	0	5.88	1.17	0	NA	NA	0	NA	NA	NA	0.28	0	2.02
FEX_0007580	0.04	NA	0	NA	0.23	0.39	0.27	0.27	0	0	0.42	2.4	0.05	0	0.03	0.16	0	0	0.33	0
FEX_0007581	0.25	0.12	0	7.85	0.23	2.22	0	0.66	0.75	0.25	0	0.38	0.14	0.35	0	0	0.09	0	0.5	0.15
FEX_0007582	0.03	NA	0.24	0.58	0.23	1.49	0.49	0.41	0.09	0	0.38	1.16	0.04	0.07	0.04	0.06	0	0.09	0.78	0.21
FEX_0007583	NA	NA	NA	NA	NA	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.65	0
FEX_0007584	NA	NA	NA	NA	NA	NA	NA	67.27	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA
FEX_0007585	NA	NA	NA	NA	NA	NA	0.72	67.27	NA	100	NA	NA	NA	NA	NA	0	NA	100	NA	0
FEX_0007586	0.1	0.86	NA	NA	0	NA	0.89	0.36	20.08	0.17	0	0.45	0.04	0	NA	0	0.06	0.26	NA	0.27
FEX_0007587	0	NA	0	NA	NA	NA	0	0	0	NA	NA	0.64	NA	0	NA	NA	NA	0.34	0	0
FEX_0007588	32.05	0.9	22.15	0	49.92	1.84	0.33	0.24	0.11	0.69	3.34	0	0.07	0	0.17	0	0	0.31	0	0.23
FEX_0007589	32.61	0	47.15	0.1	49.92	2.75	0.49	0.68	0.17	0.69	31.6	100	25.05	0	0.14	0	0	0.55	0	0.23
FEX_0007590	0.12	2.17	0.13	2.1	NA	0.88	0.17	0.17	0.3	2.94	20.08	9.23	19.7	11.11	0	0	0	0.04	7.69	0.55
FEX_0007591	0.12	0.5	0.18	NA	NA	0	0.19	0.14	0.25	0.04	0.23	0	0.49	0	NA	NA	NA	0.28	NA	0.23
FEX_0007592	0.05	0	0.09	NA	NA	2.83	NA	0	0.1	0.39	0	0	0.39	33.33	0.2	0	0.13	0	0	0
FEX_0007593	11.17	23.5	61.06	33.42	33.33	0	50	0.29	50	0	98.48	27.72	23.78	49.5	NA	99.9	0.21	29.16	0	8.36
FEX_0007594	100	0.68	100	50	NA	0.92	NA	0.68	0	0	NA	47.22	50	31.58	NA	NA	NA	50	NA	0
FEX_0007595	0.4	NA	0.17	0.13	0.23	0.52	0.21	0.71	0.19	0	0.16	0	0.09	0	0	0.07	0.03	0.06	NA	4.14
FEX_0007596	0.18	3.94	2.31	3.22	0.23	1.73	1.46	0.6	0.24	0.17	0.23	2.07	1.37	9.18	0.01	3.66	0.04	0.22	0.45	1.14
FEX_0007597	0.18	NA	0.25	0	NA	1.11	2.08	2.05	0	0	NA	0	0.16	0	0	0.39	0	0.07	NA	0.19
FEX_0007599	9.57	0.03	0.12	90.48	0.21	1.38	6.87	0.68	14.68	0.18	0.42	8.07	0	0.27	0.02	0.26	16.44	0.02	0	10.92
FEX_0007600	9.57	0.04	0.1	90.48	0.21	1.56	6.87	0.63	14.68	0.18	0.42	8.07	0	0.27	0.02	0.26	16.44	0.02	0	11.65
FEX_0007601	0	0	33.33	46.66	0	1.06	37.69	14.41	0	0	98.06	NA	24.54	57.14	NA	NA	0.18	0	NA	27.35
FEX_0007602	11.17	0.07	0.24	0.12	0.16	2.31	0	2.54	0.14	0.28	12.71	0.08	13.39	0.01	0.05	14.29	0.81	0.84	0.27	0.09
FEX_0007603	NA	NA	NA	0	NA	NA	20.17	0	0	0.42	0	0.38	0.52	0	NA	6.27	NA	0	0	0.69
FEX_0007604	0.02	0	0	0.47	0.35	3.4	0	0	16.67	3.75	0	0.19	0.62	0	100	NA	NA	0	0.14	0.53
FEX_0007605	0.02	0	0	0.62	0.35	3.4	0	0	16.67	3.75	0	0.19	0.19	0	100	NA	NA	0	0.09	0.42
FEX_0007606	0	NA	NA	NA	0	0	0	0.37	NA	0.42	0	NA	0.27	0	0	0	0	0	0	3.85
FEX_0007607	0.32	0.06	12.65	3.46	0.2	1.57	10.66	0.25	1.04	10.92	32.45	0	20.18	10	0.06	0	0.05	20.87	20.12	13.46
FEX_0007610	NA	NA	NA	NA	NA	5.19	0.21	NA	NA	NA	NA	NA	0.2	0	NA	NA	0	NA	NA	0
FEX_0007611	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0007612	0.1	0.69	0	0.54	0.4	1.45	0.26	0.28	0.37	0.2	0.19	0	0.04	0	0	0.12	0	0	0	0.19
FEX_0007614	0.37	0.35	0.21	31.82	NA	4.08	0.76	0.28	NA	NA	0.85	0	0	0.25	0	NA	0	NA	NA	0.21
FEX_0007615	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA
FEX_0007616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.04	NA	NA	NA	NA
FEX_0007622	NA	NA	NA	NA	0.22	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007623	0.11	NA	NA	NA	0.17	5.81	0.09	0.21	NA	0	NA	0	NA	100	NA	0	NA	NA	0	0
FEX_0007624	0.38	0	NA	0.66	NA	0.87	0.53	4.57	0	0	0.34	0	0.41	0.01	0.03	0.19	0.08	0.22	0.19	0.32
FEX_0007626	0	0	0	NA	0.13	1.01	0.22	NA	0	NA	0	NA	0.33	0	0.04	0.11	NA	NA	0	0.48
FEX_0007627	0	14.29	0.05	0.12	0.3	NA	1	0.23	NA	0	12.55	0	0.36	7.14	0.04	0.58	0	16.67	0	25.53
FEX_0007628	17.49	0.27	0.1	0.1	0.32	1.13	1.82	0.23	43.17	0	10.16	0.17	10.54	8.92	0	0.95	0	15.12	20	12.95
FEX_0007629	0	NA	0	NA	0.17	1.76	0.28	0	0	0.92	0	0	6.17	0	0	0	0.1	0	1.46	0
FEX_0007630	0	NA	0	NA	0.17	1.76	0.28	0	0	0.92	0	0	6.17	0	0	0	0.1	0	1.46	0
FEX_0007631	66.67	0.74	NA	NA	NA	NA	16.93	0	NA	NA	NA	50	50	0	NA	NA	0	0	NA	NA
FEX_0007632	NA	0.09	0	NA	NA	NA	0	0	NA	0.19	NA	2.86	0.42	0	NA	0.12	0	NA	0.34	0
FEX_0007633	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	2.86	0.4	NA	NA	NA	NA	NA	0.34	0
FEX_0007634	0	NA	0	NA	NA	2.2	0.14	0	NA	0.31	NA	0	0.15	0	0	0	0	0.14	NA	0
FEX_0007635	0	0.28	0.16	0.19	0.41	1.41	1.43	0.39	0.55	0.15	0.11	0.03	0.13	0.08	0.15	0.14	0.05	0.12	0.35	0.27
FEX_0007636	0	0.13	0.3	0.66	0	0.9	9.14	0.6	0.24	0	0	0.23	20.08	1.1	NA	0.04	0.18	25.93	0.6	0.06
FEX_0007637	0	0	1.19	NA	NA	NA	0	0.19	NA	NA	1.26	49.88	21.77	0	0.12	NA	0	0	NA	22.04
FEX_0007638	12.58	16.6	0.53	0	NA	4.65	9.23	17.63	0.17	NA	0.1	6.88	28.51	0.09	50	75	0.08	9.32	0.75	21.53
FEX_0007639	9.88	33.11	0.53	25	NA	51.94	0	20.18	0.17	NA	0	10.32	0	0	50	50	0.04	14.37	3.01	0
FEX_0007640	0	0	0.61	NA	0.2	50.35	0	33.33	0.85	NA	0	0	NA	0	NA	NA	NA	0	0.52	22.62
FEX_0007641	2.78	33.26	31.44	0.12	0.19	1.31	0.32	7.21	0.35	0.09	0	0	0.03	0	0.3	0.03	0	0.31	0.34	10.09
FEX_0007642	2.93	39.88	18.87	12.23	0.11	1.33	18.44	6.36	49.94	0.23	10	24.57	2.16	8.7	0.3	0.03	9.09	0.35	25.1	8.23
FEX_0007643	0.4	24.97	0.5	32.63	NA	2.82	34.17	25.68	49.99	NA	0	13.55	11.8	50	0	0	16.79	0.23	50	18.7
FEX_0007644	0	0.11	NA	0	NA	2.2	0.27	0.19	93.75	NA	0.1	0.44	25	0	0	0	NA	1.8	0.22	0
FEX_0007645	0.22	0.24	0.23	0.4	0.14	1.38	0.22	0.28	0.96	0.26	0.46	0.51	0.83	0.06	0.05	0.19	0.04	0.33	0.48	0.23
FEX_0007646	0.02	0.06	0.4	0.22	NA	1.12	0.23	0.07	0.19	0	1.09	0.21	0.08	0.03	NA	0.37	0.07	0.23	0.54	0.17
FEX_0007647	0	0.08	0.69	0.13	0.14	NA	0.39	0.13	0.36	0.45	0.8	0.6	0.12	0	NA	0.07	0.05	0.19	0	0.01
FEX_0007648	0.11	NA	0.14	0	0	NA	0	0	NA	0	0.13	0	NA	0.46	NA	0.12	0.06	0.2	NA	0.14
FEX_0007649	0.17	0.11	0.09	2.44	0.19	1	0.36	0.16	0.19	0.08	0.45	0.24	0.16	0	0.03	0.09	0.05	0.22	0.78	0.17
FEX_0007650	0.17	0.11	0.09	2.44	0.19	1	0.36	0.16	0.19	0.08	0.45	0.24	0.16	0	0.03	0.09	0.05	0.22	0.78	0.17
FEX_0007651	7.74	0.89	5.56	0.08	0.21	1.52	6.75	1.82	0.7	0.11	0.09	0.37	1.71	0.71	8.08	4.13	0.29	7.83	0.03	0.63
FEX_0007652	0.05	0	0	0.47	NA	1.53	0	0	0.05	0	NA	NA	0.62	0	NA	2.78	0	0.08	0	0.58
FEX_0007653	1.89	NA	0	NA	NA	NA	NA	0	NA	2.27	NA	NA	0.31	0	NA	NA	0	0	2.44	NA
FEX_0007655	2.56	0.13	0.05	0	0.09	2.64	0.11	0.08	0.12	0.25	1.25	4	1.05	0.13	NA	0.24	0	0.23	0	0
FEX_0007656	0.26	0.06	0.24	0.11	NA	2.13	0.25	0.42	0.05	0.17	0	0	0.05	0.04	NA	0.05	0.03	0.82	1.27	0.13
FEX_0007657	NA	0.2	0	0	0	NA	0	0	0	NA	0	0	NA	NA	NA	NA	0	0	0.62	0
FEX_0007658	5.15	11.24	0	5	0.1	0.66	0.27	0.69	0.45	0.36	1.86	0.08	0.09	0	0	0.13	0.03	0.06	0.32	1.32
FEX_0007659	5.15	11.24	0	5	0.1	0.66	0.27	0.69	0.45	0.36	1.86	0.08	0.09	0	0	0.13	0.03	0.06	0.32	1.32
FEX_0007660	0.07	0.04	0.11	0.42	0.28	1.95	0.12	0.34	0.21	0.14	0.47	0.54	0.29	0.06	0.05	0.24	0.03	0.18	0.21	0.33
FEX_0007661	22.36	0.12	20.62	NA	0	1.74	23.08	4.09	0.08	0	0.08	0.46	5.8	0	50	14.44	0	33.35	0	0.86
FEX_0007662	0.11	0.05	0.38	0.26	0.24	1.6	0.22	1.79	0.31	0.03	0.53	0.39	0.23	1.51	0.02	0.34	0.04	0.38	0.17	0.37
FEX_0007663	0	0	0	0	NA	2.46	0.08	0	NA	0	0.16	0.09	0.18	0	0.07	0	0	0.39	0.14	0
FEX_0007664	0.16	0.3	0.16	1.25	0.29	1.62	0.18	0.42	0.34	0.15	0.3	0.24	0.12	1.61	0.06	0.09	0.03	0.1	0.28	0.99
FEX_0007665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA
FEX_0007666	0.09	0.37	0.23	1.15	0.13	1.74	0.13	0.61	0.18	0.15	0.43	0.11	0.05	0.03	0.06	0.1	0.02	0.1	0.1	1.68
FEX_0007667	0.17	0.32	0.2	0.77	0.28	1.32	0.18	0.45	0.45	0.13	0.32	0.19	0.12	0.02	0.05	0.07	0.03	0.08	0.18	0.58
FEX_0007668	0	0	0.25	0.36	NA	1.7	0.32	0.3	0.05	0	0	0.74	NA	0.13	NA	0	NA	0.19	0.36	0
FEX_0007669	0.04	0	0.66	0	0	1.16	0	0.46	0.18	0	NA	0	0	0	0	0	NA	0	0.05	0.43
FEX_0007670	0.58	0.15	0.09	2.91	0.37	3.07	0.28	0.37	0.13	0.2	NA	0.2	0.17	4.75	0.1	0.16	16.67	0.02	0.75	0.09
FEX_0007671	1.14	0	NA	NA	NA	2.38	0.93	0	0.14	0	NA	NA	0.15	0	NA	NA	0	0	0	0
FEX_0007672	0.36	0.1	0.65	0.09	1.11	1.44	0.21	0.21	0.12	0.05	0.18	0	0.34	0	0.01	0.06	0.13	3.56	0.13	0
FEX_0007673	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.11	NA	NA	NA	0
FEX_0007674	0.13	0	0.07	0.54	0.17	1.37	0.11	0.31	0.56	0	0.16	0.04	0.34	0.04	0	0.07	0.12	0.07	NA	2.01
FEX_0007675	0	NA	0	NA	0.28	1.28	0	0.36	0.76	0	0.31	0.08	0.24	0.06	NA	0.09	NA	0.27	NA	0.38
