cluster	color	Q1_F_aquilonia	Q2_F_aquilonia	Q3_F_aquilonia	W1_F_aquilonia	W2_F_aquilonia	W3_F_aquilonia	Q1_M_chinense	Q2_M_chinense	Q3_M_chinense	W1_M_chinense	W2_M_chinense	W3_M_chinense	Q1_F_cinerea	Q2_F_cinerea	Q3_F_cinerea	W1_F_cinerea	W2_F_cinerea	W3_F_cinerea	Q1_F_exsecta	Q2_F_exsecta	W1_F_exsecta	W2_F_exsecta	Q1_F_fusca	Q2_F_fusca	Q3_F_fusca	W1_F_fusca	W2_F_fusca	W3_F_fusca	Q1_L_humile	Q2_L_humile	Q3_L_humile	W1_L_humile	W2_L_humile	W3_L_humile	Q1_Sinv_mono	Q2_Sinv_mono	Q3_Sinv_mono	W1_Sinv_mono	W2_Sinv_mono	W3_Sinv_mono	Q1_L_neglectus	Q2_L_neglectus	Q3_L_neglectus	W1_L_neglectus	W2_L_neglectus	W3_L_neglectus	Q1_M_pharaonis	Q2_M_pharaonis	Q3_M_pharaonis	W1_M_pharaonis	W2_M_pharaonis	W3_M_pharaonis	Q1_Sinv_poly	Q2_Sinv_poly	Q3_Sinv_poly	W1_Sinv_poly	W2_Sinv_poly	W3_Sinv_poly	Q1_F_pratensis	Q2_F_pratensis	Q3_F_pratensis	W1_F_pratensis	W2_F_pratensis	W3_F_pratensis	Q1_F_pressilabris	Q2_F_pressilabris	Q3_F_pressilabris	W1_F_pressilabris	W2_F_pressilabris	W3_F_pressilabris	Q1_M_Rubra	Q2_M_Rubra	Q3_M_Rubra	W1_M_Rubra	W2_M_Rubra	W3_M_Rubra	Q1_M_ruginodis	Q2_M_ruginodis	Q3_M_ruginodis	W1_M_ruginodis	W2_M_ruginodis	W3_M_ruginodis	Q1_M_sulcinodis	Q2_M_sulcinodis	Q3_M_sulcinodis	W1_M_sulcinodis	W2_M_sulcinodis	W3_M_sulcinodis	Q1_F_truncorum	Q2_F_truncorum	Q3_F_truncorum	W1_F_truncorum	W2_F_truncorum	W3_F_truncorum	W1_L_turcicus	W2_L_turcicus	W3_L_turcicus	W4_L_turcicus	W5_L_turcicus	W6_L_turcicus
FEX_0007393	Blue	116.5453	139.3705	115.3119	131.0303	51.052	82.80139	192.4083	165.4175	55.91496	84.57687	62.89884	106.824	168.0269	176.3184	264.761	138.9663	120.3256	84.55738	23.25001	41.94036	19.55551	39.07544	161.4103	155.6533	134.2972	92.06553	95.62906	62.4072	15.03483	25.41752	26.1477	88.78685	87.77263	93.44432	555.851	385.0118	166.2504	120.0422	47.98005	142.1445	482.3605	540.9602	316.601	433.9293	410.9393	455.5742	100.9394	71.91546	102.3529	43.21099	65.72079	61.94892	1529.749	3.556194	2.206701	0.4891249	NA	NA	284.7184	270.0347	197.8773	205.6485	247.4642	171.7511	141.6925	148.5148	146.94	49.04378	60.63789	59.00713	295.3647	334.9539	276.4185	112.5389	121.5251	145.7958	297.4254	280.8084	331.5891	133.6533	109.2923	119.6076	114.5208	112.4656	127.631	54.69795	38.23476	55.00952	187.6546	167.5575	193.762	96.64483	86.79979	109.2885	480.6884	271.5998	584.1277	517.406	498.3192	376.9259
FEX_0002901	Green	43.16491	202.5056	125.9494	55.23138	27.84215	49.33638	156.1567	196.3374	19.52643	78.57729	149.5717	185.687	82.12369	88.57329	131.9034	65.86785	77.84969	46.01199	2.012988	1.897631	1.950549	4.845064	45.47865	44.76669	38.22689	42.9607	54.15614	28.08324	2.885472	5.357615	1.792883	36.10665	19.16163	22.09705	NA	NA	NA	NA	NA	NA	145.2943	53.87056	241.7622	64.24535	119.8904	79.3773	89.21642	91.48429	80.19111	69.51804	67.53594	67.99942	439.1545	NA	NA	NA	NA	NA	82.42348	84.5009	257.6659	82.18172	110.225	66.02223	63.79063	73.08135	58.77793	19.67254	29.16479	41.97784	249.4724	284.2759	120.7858	149.3234	234.2176	102.9116	258.6811	264.54	315.4296	81.83243	77.11289	81.6821	146.5613	249.9198	140.511	140.5433	82.72613	132.1981	62.08773	74.04688	54.31277	33.75452	38.79532	53.38841	129.6018	44.13231	140.5927	281.9748	275.2855	59.05469
FEX_0004305	Darkred	184.3142	416.1838	328.448	260.3165	135.2072	269.2502	322.6953	401.7702	38.539	220.7075	346.7297	330.3413	83.29669	104.0479	157.7213	138.946	110.9154	170.3179	11.41364	6.893436	14.45407	14.77744	69.32413	85.10336	61.97439	137.1728	173.7441	84.80037	19.43897	24.29616	16.13595	136.0589	103.2256	124.839	544.4794	322.7828	22.65931	186.93	33.98587	197.0559	388.9219	152.8143	384.1194	141.2561	309.514	230.9619	56.12076	67.51247	59.4737	71.39208	71.08576	81.04595	525.5826	529.0522	570.9051	169.2372	154.0933	172.0919	NA	NA	NA	NA	NA	NA	102.4313	119.6584	99.56704	56.7634	59.25687	73.06526	126.0527	120.9956	51.93553	93.60029	151.0438	82.26318	117.7653	135.1989	156.3289	57.56816	67.07746	71.52069	69.84024	153.0801	88.11996	119.6404	72.99364	108.7802	85.28978	43.96812	61.53944	75.36488	72.9723	86.10211	484.4136	310.9688	419.8801	927.8123	724.4419	181.3995
FEX_0013331	Darkmagenta	6.043087	11.80671	7.47528	12.89394	18.80863	14.07624	9.669482	6.905037	20.98235	4.573371	10.25771	4.616571	7.71687	5.083009	6.622743	12.56221	7.119183	22.92445	110.0895	107.3533	53.31526	69.55008	5.808579	4.796735	4.405288	13.71275	11.83466	12.84854	129.5425	127.1038	124.1571	24.20132	21.32504	18.91358	NA	0.4977529	NA	NA	NA	NA	19.88819	8.698659	12.90109	11.62601	7.054449	14.91681	0.779455	1.467662	0.4471706	0.9393695	1.341241	NA	48.91105	1.367767	0.945729	3.423874	NA	NA	6.759894	7.279779	13.61335	1.157186	9.639186	9.518261	6.257519	9.408401	9.968131	54.62748	6.765148	27.21661	25.01306	28.02002	29.06484	10.1977	15.71776	18.83133	34.47404	31.86664	28.54943	15.22464	13.62926	13.67882	13.76162	10.17144	11.36976	9.553035	8.34213	3.777089	5.339765	3.723132	3.395079	10.89324	22.1418	14.7482	13.18362	25.895	13.66474	7.54902	9.480207	16.1602
FEX_0011562	Darkolivegreen	6.474736	29.03167	23.33193	12.37122	9.350578	9.108153	427.828	428.753	962.5759	393.8282	412.7297	365.629	7.950492	5.762396	3.649266	7.808941	6.692032	7.077348	176.7605	143.634	125.6504	103.0908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	800.4988	552.7048	581.2876	133.0368	85.96425	125.5879	130.0715	67.70848	133.1725	116.8153	126.5171	134.0026	99.38051	99.80105	110.4511	242.3573	172.573	194.2308	7.781303	337.3652	505.7349	143.656	129.5039	126.4151	49.72689	24.61259	11.42427	30.08684	38.38149	42.83218	177.9299	169.2845	183.681	128.7932	120.6156	139.4851	266.5866	311.2999	334.0098	224.3566	164.4614	228.1878	5.535978	6.092152	3.880505	3.330389	10.04261	7.816468	5.160609	7.374291	3.003334	7.278503	9.732485	4.532506	90.16574	81.70206	80.0693	96.59218	76.77572	78.80279	125.0517	98.13306	98.3861	194.3873	116.1325	105.8855
FEX_0013442	Darkgrey	8.632981	15.14338	8.154851	9.583337	20.52828	9.936167	16.35521	23.91746	68.4564	35.74851	48.3806	36.06739	12.59847	11.03385	9.597571	19.91846	9.926988	34.45591	107.1729	83.6623	35.1599	38.24936	1.010188	1.392601	1.401683	1.507393	1.259006	2.569708	45.10448	42.73632	31.37545	13.02207	13.90763	21.348	NA	NA	NA	NA	5.997506	NA	8.010522	16.08547	9.155609	7.847559	7.495352	10.44176	74.43795	65.96164	76.47512	67.6346	57.67335	49.37282	20.00907	NA	NA	NA	NA	NA	5.370874	2.888801	4.720208	3.306247	5.95877	8.328479	9.969606	16.25918	21.15189	26.84854	25.19434	26.8386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.49365	10.65229	8.60895	16.33986	33.535	10.92885	1.014125	7.442676	0.7453492	1.509804	2.370052	0.7235912
FEX_0001423	Steelblue	NA	NA	NA	0.348485	NA	0.1656028	14.35987	16.30042	8.82115	2.710146	15.74439	24.7927	NA	0.2479516	0.135158	0.2263461	0.427151	0.1538554	3.945457	1.432905	3.163641	2.503283	NA	NA	NA	NA	NA	NA	NA	0.1245957	NA	0.3946082	0.3090585	NA	NA	NA	NA	NA	NA	NA	9.115422	5.172176	12.6389	5.522356	15.87251	9.198697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.115552	0.3420441	0.1653123	0.5257738	0.1189783	0.3181789	0.6394059	NA	NA	NA	NA	1.316477	1.783092	3.097073	43.34021	44.46976	153.9445	NA	NA	NA	NA	NA	NA	1.032122	6.865719	0.4290477	30.93364	20.50774	30.97213	0.7628236	0.1034203	0.4850113	0.544662	NA	NA	3.718457	4.686129	1.987598	0.377451	2.76506	0.9647883
FEX_0008291	Blue	4.963964	15.91339	8.381375	5.924244	13.32726	6.789714	9.248513	4.980683	24.53993	9.316126	7.395093	4.616571	15.80558	23.55541	10.81264	22.86096	18.22511	10.0006	33.08024	92.80965	59.27869	88.26333	NA	NA	NA	NA	NA	NA	35.53686	26.78683	26.14621	25.05762	20.08881	24.71874	NA	NA	NA	0.3768749	5.997506	NA	NA	NA	NA	NA	NA	NA	1.55891	5.381429	4.024536	4.696847	5.364963	6.98672	NA	1.094213	4.413402	1.467375	4.508049	4.524205	34.72548	35.70558	24.43289	15.32611	18.7526	18.67959	65.11956	63.74603	67.8307	23.74102	31.93383	25.32657	12.50653	6.877642	10.72064	35.32774	39.48608	26.09956	7.54906	15.23038	6.929473	29.49773	21.87854	34.00164	6.192731	3.305717	3.861429	5.003971	13.20837	2.266253	18.76546	18.09959	25.09933	13.7981	7.860995	23.39158	72.67894	74.72722	93.17611	101.8363	88.08693	82.21684
FEX_0009461	Brown	0.6474736	NA	NA	0.1742425	NA	NA	1.279973	1.358368	2.826194	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.99122	9.217066	13.3035	11.3859	NA	NA	NA	NA	NA	NA	NA	NA	0.1494069	0.5919123	NA	NA	4.122441	14.18596	51.96863	8.668123	2.998753	4.038197	0.5524498	0.2350989	2.08082	NA	NA	1.243067	0.779455	0.9784416	0.8943413	11.74212	0.8941605	1.863125	NA	3.556194	0.945729	NA	17.41746	14.47383	1.018614	0.5777602	1.368176	0.1653123	NA	0.1189783	0.1060596	0.2740311	0.1215626	NA	NA	NA	NA	0.2547275	NA	0.3642035	NA	5.781549	2.767989	4.451958	1.663073	8.088089	7.890622	8.207292	NA	0.2542859	NA	NA	0.3475888	NA	0.7628236	0.1034203	0.8487697	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0004423	Midnightblue	0.2158245	NA	0.2265236	2.265152	0.1074779	NA	147.6235	137.1952	178.8921	82.32067	107.7274	100.5387	129.1649	159.6809	92.44808	107.2892	90.97177	62.1545	76.51248	61.68618	51.08938	40.45628	174.645	173.3942	166.8002	90.1421	77.55855	58.42599	82.03396	86.09562	109.3659	66.47964	68.92006	61.05154	5.073774	1.493259	3.940749	1.130625	9.995843	NA	67.73311	123.1918	37.0386	103.4715	57.77594	64.14227	119.2644	135.2109	135.0411	89.2401	97.01641	113.9394	NA	236.8972	202.9534	86.57511	85.2431	75.62985	208.1742	175.6391	117.7966	97.10281	113.0396	104.9424	233.3567	210.5463	214.9214	129.911	98.55654	88.0722	230.7126	298.0286	309.4691	55.72313	30.6688	51.208	18.36938	20.85391	11.91869	6.660779	10.04261	19.93199	NA	NA	NA	NA	NA	NA	164.9835	180.4685	173.2375	79.5261	94.51405	78.22759	102.7951	88.20949	171.5272	57.91231	70.31154	100.0968
FEX_0002692	Darkturquoise	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114.8809	97.08051	116.6738	183.8123	184.4068	61.40522	52.53799	31.52895	85.88518	69.27149	164.7692	155.1202	146.6731	197.1308	310.1435	226.1802	NA	NA	NA	NA	NA	NA	228.6369	185.6593	147.9037	360.3339	114.4924	323.5323	NA	NA	NA	NA	NA	NA	217.0782	231.0737	218.2595	129.1633	178.8321	114.1164	57.77062	403.8195	447.6451	352.6737	679.408	614.9975	69.35836	82.04195	75.59174	189.352	157.9074	161.4535	62.15095	58.07906	34.28064	70.30862	148.4833	108.8664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	336.4122	459.8609	455.9624	293.5852	316.2953	371.5303
FEX_0008563	Darkturquoise	12.51782	1.796673	6.116138	10.62879	9.995445	21.69396	12.94195	14.14967	49.41557	32.0136	41.26939	28.04139	NA	NA	NA	NA	NA	NA	1.469481	0.6196347	4.726331	2.826287	NA	NA	NA	NA	NA	NA	7.745214	15.94825	5.378649	14.6005	9.271756	13.67021	21.88065	37.33147	45.31862	78.38998	1.999169	70.2404	NA	0.4701978	0.4161641	3.197154	1.322709	3.480588	7.79455	6.849092	3.577365	33.8173	46.04926	56.35954	NA	43.22143	46.65596	46.95599	96.71813	89.21605	2.129829	2.079937	NA	3.967496	6.835059	4.402196	0.8484771	1.187468	0.6078128	10.10143	3.965776	6.048136	5.924146	9.679644	3.811782	41.08215	53.28704	42.45309	3.019624	6.066378	9.978441	39.95516	42.72054	36.34658	4.128487	4.577146	6.006667	15.46682	17.72703	11.33127	2.89873	1.551305	0.9700225	7.080606	6.026763	7.861106	41.24107	78.01027	40.24886	37.36765	36.34079	60.78166
FEX_0001183	Midnightblue	NA	NA	NA	NA	NA	NA	0.2844384	NA	0.4282112	0.1693841	NA	NA	26.90324	26.77878	23.5175	12.22269	8.400636	54.09402	4.287665	5.537985	0.3250915	1.615021	24.62332	31.25614	35.55869	10.09953	7.302235	16.68291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.99543	NA	0.5524498	NA	0.4161641	NA	NA	NA	5.456185	3.424546	4.918877	0.4696847	2.235401	0.4657813	NA	0.2735534	0.315243	NA	NA	0.9057467	21.7613	33.27783	28.80011	15.70467	10.51548	15.3482	7.070996	7.581527	5.591878	4.519061	9.914441	1.512034	0.3291192	NA	0.7147091	NA	0.38336	NA	1.006541	0.2343136	0.5543578	0.4757699	NA	NA	NA	0.2542859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6760832	NA	0.4968995	NA	NA	0.2411971
FEX_0006926	Orangered4	299.3184	230.2308	223.1258	193.2419	46.57125	133.5769	208.1748	159.8561	30.31906	203.2118	181.4303	248.3698	174.605	190.8323	365.8525	87.13307	157.1759	89.48999	18.33389	87.91144	12.2452	105.6224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.05176	18.66573	1.231484	1.130625	547.6023	0.4038197	588.1574	230.0302	676.2666	269.7235	421.6576	291.1239	NA	NA	NA	NA	NA	NA	1989.046	0.5471067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.0901	89.16607	96.28606	23.53102	50.27205	47.62907	378.158	446.4787	368.1777	169.3546	103.5072	146.3558	270.3771	269.4301	276.6079	104.1413	121.8348	115.3281	263.1911	336.4202	398.3536	133.2876	114.0091	110.291	NA	NA	NA	NA	NA	NA	278.9283	159.3284	395.214	844.3579	728.9015	214.9597
FEX_0001307	Greenyellow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.96191	27.27468	10.27201	42.4399	33.60254	29.69101	122.846	98.39218	126.5356	102.0847	NA	NA	NA	NA	NA	NA	223.8002	250.5557	194.8595	258.2612	257.9403	228.6764	NA	NA	NA	NA	NA	NA	1.1049	2.821187	4.993969	6.394307	3.086321	2.983361	0.3897275	NA	NA	7.157995	4.470802	8.384064	7.781303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.99756	29.13773	28.08095	61.93373	48.88986	61.23738	NA	NA	NA	NA	NA	NA	1.258177	NA	NA	0.9515398	NA	1.17247	1.032122	NA	NA	NA	1.390355	0.7554177	117.1911	118.6231	96.27474	154.4498	140.1877	139.5634	12.84558	23.18531	10.68334	3.397059	5.530121	12.05985
FEX_0001464	Skyblue	41.65414	36.73426	47.55864	72.47268	186.0442	96.81139	244.8502	319.8787	74.25181	193.606	286.4692	584.964	0.1223153	0.3719275	NA	0.3395192	0.427151	1.538554	6.139614	3.837475	18.20513	9.690127	23.10804	25.37628	13.61635	90.59583	90.24807	88.41265	23.84615	52.95192	52.44182	307.7944	171.2184	187.2782	50.73774	54.01116	45.81367	243.7476	NA	298.2895	24.03157	21.1589	59.90682	92.25532	101.4077	122.3104	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4891249	0.4098226	0.9057467	16.53303	13.9818	11.01382	47.2909	51.52583	54.84898	15.59077	10.76211	11.18376	7.8419	36.20871	52.92119	31.92456	47.14241	22.62769	199.5799	278.3232	185.814	44.7307	45.69114	48.73082	182.2104	236.2524	182.1042	NA	NA	NA	NA	NA	NA	1.374608	5.481277	4.001343	27.77776	33.65554	27.04029	133.5163	293.8892	173.244	73.22172	85.70502	67.53035
FEX_0000120	Greenyellow	NA	NA	NA	15.85607	NA	NA	0.8533151	0.1131973	0.7707801	2.540762	1.908411	0.3419682	1.957044	2.603492	4.325057	12.78856	8.400636	9.385179	1.501488	0.07745433	2.001814	0.7267596	0.6313673	NA	NA	NA	0.1259006	NA	22.02071	16.69582	15.53832	84.05155	87.77263	96.44053	NA	NA	NA	0.3768749	21.99085	NA	NA	NA	NA	NA	NA	NA	2.338365	1.467662	0.8943413	10.80275	7.600364	8.793952	NA	NA	NA	1.9565	0.8196452	4.07586	NA	NA	NA	0.1653123	0.3505159	NA	2.121193	1.918218	1.094063	2.525358	5.248822	2.268051	27.97513	31.33148	19.05891	73.96608	79.75038	59.03292	14.05887	11.01274	7.483831	17.60349	13.27059	114.5621	9.977177	12.75498	6.006667	28.2042	12.16561	21.1517	0.3051294	NA	0.2425056	4.357296	NA	3.067749	NA	NA	NA	NA	NA	NA
FEX_0012699	Darkgrey	169.8539	105.2337	122.5493	202.1213	148.3195	246.4169	170.5208	169.9092	266.6899	322.0398	224.7536	206.7164	44.27812	30.99396	19.46275	55.79432	49.54951	88.92841	215.432	152.2493	141.4148	108.288	164.3373	190.2586	196.1004	155.7649	185.7198	220.5085	202.4386	225.892	198.7112	47.35298	47.59502	52.43369	159.1294	254.6006	405.646	207.2812	240.9198	167.5852	204.4064	133.3011	213.9083	138.9309	196.2019	212.8131	678.5546	551.846	643.0135	394.3379	420.7025	413.6464	20.00907	24.6198	39.72062	46.46687	34.01528	29.88964	60.33437	47.26079	56.10412	65.69677	80.44339	88.19978	29.06034	31.78761	21.15189	58.34241	57.97032	43.84899	8.557099	10.44383	7.623564	11.29031	27.60192	27.09069	103.1705	111.0646	110.8716	102.7663	101.8608	103.1774	67.43196	63.82576	48.05334	136.1626	77.51229	90.65013	60.16847	61.53509	58.44992	134.1829	109.5679	87.8143	182.7689	192.5999	161.0849	172.2158	153.9704	166.5586
FEX_0000643	Darkmagenta	NA	3.336678	0.6795709	0.348485	0.4299116	NA	3.697699	1.811157	4.282112	0.5081523	2.624065	1.025905	0.8562068	0.6198791	1.081264	2.942499	2.278138	4.461806	208.5436	125.8521	121.7075	62.42057	0.2525469	0.8510336	0.4004807	0.9044358	1.133105	1.651955	3.341073	9.593868	5.079835	0.5919123	0.6181171	0.3745263	2.853998	8.959552	33.25007	10.92937	20.99127	14.13369	NA	NA	NA	NA	NA	NA	6.625368	6.849092	3.130195	0.9393695	0.8941605	2.794688	NA	1.367767	1.260972	1.467375	0.4098226	0.9057467	NA	0.2311041	5.404297	2.14906	1.226806	0.9518261	0.8484771	0.0913437	0.850938	5.316543	1.632967	2.646059	NA	NA	NA	NA	NA	NA	4.529436	2.577449	2.217431	0.4757699	2.869317	NA	NA	NA	NA	NA	NA	NA	1.830777	1.964986	1.818792	1.997094	0.2620332	2.300811	NA	NA	NA	NA	NA	NA
FEX_0012739	Brown	24.56515	64.42355	49.842	37.98486	30.30877	18.87872	123.8772	144.9933	117.0866	53.18661	70.13411	68.04313	81.21733	89.01464	66.76806	57.26557	44.99324	99.23672	54.99484	53.2576	32.65895	23.74081	88.26515	88.12067	113.2359	34.97152	32.75178	47.35605	62.56918	35.01139	58.4181	63.53192	56.86677	35.95453	145.5539	101.1085	445.2456	47.10937	65.15291	47.24691	44.19598	34.09169	27.05066	57.01688	26.45418	16.6571	169.7146	190.8891	180.648	98.63379	104.0535	96.88718	5.558074	NA	NA	NA	NA	NA	102.3244	122.3731	135.2983	60.44811	55.03099	70.70521	115.4003	92.6353	105.0228	58.08323	73.60015	46.41566	123.6698	167.356	171.5326	95.99311	156.9169	147.9796	146.2253	146.9404	148.4931	140.9088	154.2294	123.891	148.5705	100.1886	162.6091	43.21611	73.34123	40.79256	117.9325	113.0384	111.5029	41.75742	62.36389	54.836	37.86066	71.67021	35.03141	33.97059	29.62565	35.69717
FEX_0007192	Sienna3	121.5092	136.2905	163.5501	137.4773	141.4409	150.0361	110.2199	120.3537	148.5036	120.698	102.3338	125.3844	129.9379	119.266	111.5054	149.8377	110.3473	90.79468	436.3152	228.2087	512.0842	385.982	135.8702	125.4114	148.3801	105.4376	86.64102	103.3041	93.99196	67.90465	93.0805	69.05644	62.12077	80.28534	239.1016	321.5484	270.6802	195.8883	285.9711	174.8539	135.074	215.5951	104.4572	209.5676	136.239	138.2266	133.6765	129.6435	113.0224	97.22474	86.28648	90.77147	66.69689	256.5931	190.4068	122.2812	151.2245	145.4856	135.86	176.1036	124.0341	164.2857	103.7439	166.2947	121.6271	99.10791	105.2732	164.4141	135.1525	108.8664	182.9903	208.8765	201.7576	189.4951	119.225	190.6259	189.8111	156.7511	166.3073	166.0437	173.5399	152.812	171.6763	182.0687	189.4245	167.4056	166.1474	150.3281	1205.33	1276.817	1112.208	1559.017	2003.309	1430.14	127.7797	127.9203	98.94263	107.6868	112.1825	177.2533
FEX_0005820	Green	146.0053	112.387	87.89117	122.841	107.9648	101.5609	133.686	137.5348	69.79842	91.97557	62.97756	61.89625	NA	NA	NA	NA	NA	NA	33.57201	66.28658	41.5607	74.33862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	303.8474	304.9233	152.316	222.9288	217.3652	228.4757	83.01196	58.7065	84.06808	55.4228	68.85036	69.40142	103.3802	225.1344	180.6342	120.3247	159.421	157.147	275.1184	231.2578	218.2091	150.4474	195.4126	133.0129	NA	NA	NA	NA	NA	NA	350.1828	395.5943	312.5661	266.9611	224.2656	238.8606	248.3993	188.3881	196.2427	164.1406	146.1666	157.8927	327.1826	343.9344	464.6586	192.8803	256.0895	160.1486	NA	NA	NA	NA	NA	NA	185.9229	147.4752	257.461	125.0608	132.7348	171.4911
FEX_0007702	Black	121.6366	22.84341	118.4719	164.1364	161.0019	235.984	51.78627	60.56057	40.33064	405.7105	355.6205	251.2817	2.690936	0.8678308	0.6757901	33.14839	22.06947	15.8471	15.05715	16.45905	183.3024	235.2432	14.14263	6.653536	5.706851	196.7133	260.3624	117.2888	NA	NA	NA	NA	NA	NA	78.32638	54.00619	109.1095	479.008	12.00501	379.9944	246.3926	129.0693	398.0734	336.544	339.4954	279.8791	52.61321	25.50797	46.95292	762.5566	666.9185	588.906	102.2686	76.59494	49.49315	720.481	402.8556	404.8778	13.70499	16.06173	1.026132	49.26307	98.49496	53.30226	3.818147	7.307496	3.646877	106.5209	74.76655	124.7428	13.82301	14.26474	23.03984	65.56026	37.95264	87.21879	16.10466	29.99213	41.85402	43.77083	55.23435	53.54281	4.472528	4.32286	1.287143	13.64719	14.94284	10.57585	20.13854	29.06111	15.39911	161.4051	183.49	92.79939	242.7139	356.6475	220.1265	195.5196	168.2737	312.5914
FEX_0009320	Violet	197.0478	135.2638	171.4784	184.589	263.8583	141.9216	93.438	126.5807	34.59946	80.79622	114.7432	161.4107	35.71606	58.65544	42.70993	75.38344	105.6487	121.8689	26.91466	10.22901	86.37307	58.78677	118.3182	157.9689	108.33	97.52833	175.1088	262.2938	95.98294	77.87978	99.20619	103.8609	93.90126	98.87121	10.56296	2.239888	1.231484	47.10937	129.7061	70.89055	132.8614	177.4997	273.8359	146.7784	104.494	116.1025	17.53774	21.0365	29.51326	11.74212	7.600364	5.589376	1083.913	NA	NA	NA	NA	0.4528733	52.96793	34.08785	4.514982	167.1407	117.0723	183.3705	23.54524	19.45621	27.5947	28.31059	72.66702	68.41954	18.43068	16.04783	15.48536	37.14875	56.38459	80.7765	35.73222	42.87938	40.75084	74.69588	69.58094	92.23433	30.98085	39.16003	31.535	105.5383	87.93996	67.9876	21.51162	72.39423	30.0707	224.7602	165.2119	109.7027	449.2573	593.7601	471.4135	207.9755	325.4911	190.7869
FEX_0008671	Lightcyan	1119.894	145.2738	195.0369	1017.165	620.0325	750.8678	454.6747	280.8686	57.55158	1024.394	897.6831	722.319	11.13069	34.96118	35.00593	95.7444	178.5733	148.2181	9.259746	8.210159	63.69293	173.5752	105.6909	95.24614	65.98321	400.2038	453.7684	451.9052	NA	NA	NA	NA	NA	NA	19.66087	8.959552	4.187046	473.63	11.99501	352.4862	453.5558	339.7202	139.415	2686.78	1914.251	1929.738	234.2223	192.8508	234.8674	1049.774	1129.606	879.8423	NA	346.8657	505.3345	1521.668	2055.646	2039.742	65.62838	54.54056	11.08223	914.0929	1271.568	722.3218	55.80858	63.1185	62.72629	118.4247	433.9353	502.5472	126.3818	103.6741	62.8944	937.0955	1152.384	1079.808	46.3009	78.30759	60.70218	752.6966	697.8645	679.6419	727.319	1062.099	810.825	5751.564	4255.842	4073.28	57.97459	205.703	51.41119	2657.951	474.6783	751.2149	2371.149	1960.026	3168.231	2076.437	2346.967	1967.548
FEX_0003429	Blue	2.805719	1.540005	2.718284	13.9394	1.827124	2.484042	2.559945	0.7923813	0.3425689	13.55073	21.94673	14.36267	NA	NA	NA	NA	NA	NA	8.313642	1.123088	30.35855	13.24317	17.80456	35.35581	12.01442	36.62965	134.3359	75.07219	17.4647	14.13787	19.27349	44.98534	68.30194	78.64866	0.6342217	0.2488764	NA	3.768749	26.98878	5.249656	NA	NA	NA	NA	NA	NA	8.574005	6.359871	6.70756	27.24171	27.71897	25.61797	13.33938	NA	NA	NA	NA	NA	0.4630064	0.4622082	NA	25.4581	5.08248	6.18687	0.7424175	2.648967	1.094063	20.6016	0.8164834	4.91411	0.9873576	0.509455	0.4764728	6.555662	3.45024	5.946736	2.264718	3.28039	1.194641	22.83696	22.95454	23.84023	NA	NA	NA	0.4549064	2.433121	1.510835	0.1525647	1.551305	0.4850113	2.72331	3.144398	2.876014	157.8654	173.1084	186.0491	55.48152	72.67764	100.1691
FEX_0005334	Darkorange	87.19527	121.9171	152.1038	70.91669	59.86519	98.53365	20.90622	17.65878	89.49613	12.70381	6.440887	6.326412	259.5053	265.6343	337.322	214.1506	231.3136	228.9368	254.9752	201.2945	152.9428	123.9157	132.8561	114.1159	125.6228	94.51354	76.42166	93.42725	NA	NA	NA	NA	NA	NA	116.126	221.7514	272.158	128.5144	8.906296	153.8553	43.36731	49.60587	43.69723	33.42479	25.13147	42.76151	2.728093	2.935325	1.788683	3.287793	1.788321	1.397344	8.892918	188.1144	151.8904	107.1184	155.3228	136.8538	73.15409	72.61175	55.54522	72.4068	67.65833	87.99633	74.77205	78.00752	69.89848	110.6572	97.27816	93.74611	48.37723	37.906	50.02964	50.98848	55.20384	66.40522	0.2516353	0.9372542	0.8315367	NA	NA	1.563294	24.42688	35.60003	27.03	25.01985	29.54157	37.01547	120.221	117.6385	112.0376	89.50431	65.50829	95.1002	34.48362	35.67523	25.34187	41.14216	36.34079	32.81727
