cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0005458	 salmon	4.44	2.03	0.13	0.07	0	2.29	0.48	3.82	0.16	0.58	0.74	0.11	0.48	0	0.1	0.26	0.12	0.11	0	0.27
FEX_0005459	 grey	0.11	0.38	16.77	12.1	12.86	1.54	2.84	5.48	16.08	0.05	13.51	4.2	12.63	2.86	0.16	0	0.02	0.14	0	7
FEX_0005460	 darkolivegreen	0.09	0.82	28.73	35.7	25.13	NA	6.61	13.38	17.96	0.08	33.33	10.04	33.51	0	0.14	0	0	0.21	0	12.68
FEX_0005462	 green	NA	0	0.05	0	0.09	0.8	1.25	0.2	0.3	0.05	NA	0	0.34	0	0	NA	0.2	0	0	0.24
FEX_0005463	 tan	13.28	1.42	22.32	2.88	0.86	2.13	8.94	6.42	25.15	4.34	8.79	4.15	3.84	3.65	0.11	0.06	0.27	0.04	0.13	4.28
FEX_0005464	 black	1.02	0.74	0	0.33	0	4.14	0	0.05	0.39	1	0	12.73	0.04	0	0	0.3	0.06	0.07	0.12	0.45
FEX_0005465	 tan	0.45	0.09	11.96	0.36	0.72	4.14	6.67	0.19	16.83	0.75	13.94	4.61	0.46	0	0.04	0.07	0.04	5.94	0.19	5.26
FEX_0005474	 red	0.06	0.16	0.25	2.53	0.95	2.65	0	0.07	0.25	0.52	0.32	0	0.03	0	0.04	0.04	0.39	0	0	0
FEX_0005478	 green	0	NA	NA	NA	0	NA	1.27	0	0.42	0	0.22	NA	0	0	0.18	NA	0	0.2	0	0.24
FEX_0005479	 green	0	NA	NA	NA	0	NA	1.27	0	0.42	0	0.22	NA	0	0	0.18	NA	0	0.2	0	0.24
FEX_0005481	 darkolivegreen	NA	NA	NA	0.1	NA	NA	0	0.17	0.14	0.12	0.07	0	0.18	NA	NA	0	NA	0.11	NA	0
FEX_0005482	 tan	0.24	NA	NA	0.52	NA	NA	0	0	1.41	1.1	NA	NA	0	0	0.75	0	0	0	NA	0.17
FEX_0005484	 darkolivegreen	0	0	0	NA	0.07	NA	0	0	0.18	0.28	NA	0	0	0	0	0	0	0.1	0.44	0.21
FEX_0005487	 darkolivegreen	NA	0.14	NA	0	NA	2.42	0.54	0.09	0	0	NA	NA	0.56	0.02	NA	NA	0.38	0.28	NA	0
FEX_0005488	 darkolivegreen	0.11	0	0.24	0.19	0	1.44	0	0.09	0	0	0	0.35	0.03	0	0.07	NA	0.08	0	0.36	0
FEX_0005489	 darkred	0.15	NA	0.29	2.38	NA	NA	0	0	0.65	NA	0	0	1.23	0	NA	0	0.11	0	1.28	0
FEX_0005493	 blue	0.18	0.29	0.06	0.06	0.68	2.07	0.53	0.24	0.04	0.1	0.29	0.32	0.1	1.59	0.02	0.11	0.12	0.17	0.07	0.43
FEX_0005494	 blue	0.01	0.3	0.08	0.06	0.8	1.99	0.69	0.18	0.04	0.12	0.31	0.42	0.13	1.69	0.02	0.03	0.12	0.19	0.06	0.42
FEX_0005497	 darkolivegreen	NA	NA	NA	NA	NA	1.28	0.29	0.44	NA	0.19	0	0.46	0.3	0.12	NA	NA	0	0	0	0
FEX_0005498	 darkolivegreen	NA	0	NA	NA	NA	1.28	0.29	0.44	NA	0.11	0	0.31	0.3	0	0	0.42	0	0	0	1.14
FEX_0005500	 darkolivegreen	0	0	0.1	0	NA	2.58	0.17	0.12	0.21	0	NA	0	0.06	0	NA	0	0.46	0	0.15	0.18
FEX_0005501	 darkolivegreen	0	0.36	NA	NA	0.26	2.04	0.31	0.08	0	NA	0	0.49	1.73	0	0.85	NA	0.09	0	0.24	0.35
FEX_0005502	 magenta	0	0	0.72	0	0.81	1.21	0.03	0	1.1	0	37.58	0.1	2	0.96	0	0.12	25	0	0.38	8.44
FEX_0005503	 magenta	NA	0	0.72	0	0.81	1.32	0	0	1.46	NA	50.06	0.05	4	0.24	NA	0.36	50	0	NA	12.94
FEX_0005506	 grey	84.56	2.22	50.16	97.32	NA	5.26	26.4	15.93	42.91	25	0	NA	64.54	10.78	NA	42.86	100	100	0	27.77
FEX_0005507	 grey	84.56	2.22	50.16	97.32	NA	5.26	26.4	15.93	42.91	25	0	NA	64.54	10.78	NA	42.86	100	100	0	27.77
FEX_0005508	 purple	0	0.31	0	0	0.14	NA	0.16	2.96	0.61	0	1.03	0	0	0.18	NA	NA	0.08	19.86	0.09	0
FEX_0005509	 darkgrey	0.04	0	2.5	0.21	0.26	NA	0.15	0.25	0.05	0.83	0	0.35	0.16	0	NA	0	0	0.24	1.31	0.33
FEX_0005510	 darkolivegreen	0.27	0.29	0.4	0.41	0	2.47	0.08	0.27	0.26	0.12	0.13	0.74	0.1	0.15	0	0.26	0.04	0.09	0.33	0.08
FEX_0005516	 darkolivegreen	NA	NA	NA	0	NA	2.26	0	0.53	0	NA	0.36	0	0.34	NA	NA	0	0	NA	0	0.08
FEX_0005517	 darkolivegreen	0.04	0.1	0.05	0.04	NA	NA	0	0.43	0.23	0	0.21	0.12	0	0	0.36	0	0	0	0.25	0.07
FEX_0005519	 darkolivegreen	1.71	0.08	0.32	0.63	0.17	2.28	0.14	2.85	0.21	0.52	0.24	0.36	0.17	0.02	0.18	0.17	0.07	0.27	2.32	1.27
FEX_0005520	 lightsteelblue1	NA	0	0	NA	NA	NA	0.08	50	NA	0	NA	0.23	0.04	0	NA	NA	0	0	NA	11.62
FEX_0005521	 darkolivegreen	0.05	0	0.82	0	0.17	NA	0.38	1.3	0.27	0	0.43	0.1	0.08	0	0.02	0.1	0.04	0.39	0.69	0.2
FEX_0005522	 darkolivegreen	0.05	0	0.82	0	0.17	NA	0.38	1.3	0.27	0	0.43	0.1	0.08	0	0.02	0.1	0.04	0.39	0.69	0.2
FEX_0005523	 darkolivegreen	0.17	0.31	0.09	0.51	1.91	2.13	0.31	0.35	0.21	0.18	0.24	0.18	0.17	0.03	0.08	0.17	0.02	0.39	0.14	1.24
FEX_0005526	 brown	0	0.33	0.41	0	NA	2.6	0.19	0.33	0	0	0.16	0	4.08	0	0	0	0.15	0	0.4	0
FEX_0005527	 greenyellow	0	20.22	0.91	0.06	NA	1.42	0.07	0.71	0.08	0	0	0	0.38	0.13	0	0.12	0.09	0.23	0	0.5
FEX_0005532	 darkmagenta	0	0	1.92	0	NA	0.51	1.85	1.21	0.57	2.78	0.18	0	0.14	NA	NA	NA	NA	1.06	0	0
FEX_0005534	 darkolivegreen	NA	0	0	0	0	3.82	0	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	0
FEX_0005548	 greenyellow	0.1	33.44	0.95	1.27	0	3.84	0.14	0	0	0.16	0.46	0.24	0.06	0	0	0	0	0	0	0
FEX_0005549	 greenyellow	0.42	33.44	NA	NA	NA	4.32	0	0	0	0.16	0	0	0.1	0	0	0	0	0	NA	0
FEX_0005550	 darkolivegreen	0	0.32	0	1.92	NA	2.6	0	0.51	NA	NA	0	NA	1.55	0	NA	0	0.19	0	0.5	0
FEX_0005551	 darkolivegreen	0	0.32	0	1.92	NA	2.6	0	0.51	NA	NA	0	NA	1.55	0	NA	0	0.19	0	0.5	0
FEX_0005556	 lightsteelblue1	100	NA	NA	NA	NA	2.76	0	99.22	63.48	0	0.52	0	0	0	NA	0	NA	0	NA	13.12
FEX_0005557	 lightsteelblue1	33.33	0	NA	1.18	NA	3.08	0	99.22	27.02	1	0.35	NA	0.32	NA	0	0	0	0	1.41	0
FEX_0005561	 darkolivegreen	0.46	0	0.28	NA	NA	NA	0.68	0.35	0	0	0	0.27	0.71	0	NA	0	NA	0.04	0.54	0
FEX_0005564	 darkolivegreen	0	0.24	NA	0.49	0	6.78	0	0	NA	0.13	NA	0	0.67	0	0.55	NA	NA	0.39	0	0
FEX_0005565	 darkolivegreen	0.15	0.16	0.11	1.45	0	1.73	0.09	0.14	0.28	0.52	0.05	0.13	0.13	0.11	0.06	0	0.06	0.04	0.19	0.65
FEX_0005566	 red	0.02	0.4	0.17	1.74	0	1.57	0.11	0	0.38	0.56	0	0.29	0.09	0	0.14	0	0	0.07	0.14	0.75
FEX_0005567	 darkolivegreen	0.13	0.32	0.25	0.89	0.35	1.25	0.25	0.25	0.57	0.37	0.29	0.9	0.16	0.27	0.11	0.06	0.07	0.17	0.44	0.18
FEX_0005568	 darkolivegreen	0.1	0.36	0.42	0.16	0.9	0.76	0.32	0.2	0.62	0.09	0.26	0.13	0.24	0.06	0.38	0.04	0.11	0.2	0.06	0.26
FEX_0005569	 darkolivegreen	0	NA	0.3	0.24	NA	1.06	0	0	0	0	NA	0	0.23	0	NA	0	0	0	NA	0.35
FEX_0005570	 tan	0	NA	0.26	0.34	NA	1.9	1.11	2.92	5.53	0.26	0.66	0.25	0	0	NA	NA	NA	0.23	0	0.27
FEX_0005572	 darkolivegreen	0.27	0.16	0	0.14	NA	2.98	0	0	0	NA	0.26	0	NA	0	NA	0	0	0.38	NA	0
FEX_0005573	 darkred	0.55	0.49	0.2	0.06	0	2.62	0.05	0.17	0	0.18	0.25	0.45	0.43	0	0.03	0.2	0	0.17	9.85	0.11
FEX_0005574	 darkolivegreen	0	0	0.23	0.58	0.06	1.1	0.26	0.44	0.09	0.56	0.07	0.15	0.19	0	NA	0	0.11	0.18	0.14	0.03
FEX_0005575	 darkolivegreen	0.42	0.05	0.12	0.49	0.02	1.51	0.13	0.22	0.31	0.34	0.38	0.19	0.38	0.28	0.07	0.04	0.03	0.27	1.01	0.3
FEX_0005576	 darkolivegreen	0.36	0.31	0.12	0.95	0.21	1.41	0.17	0.23	0.3	0.32	0.4	0.17	0.36	0	0.07	0.03	0.09	0.34	0.47	0.16
FEX_0005577	 salmon	6.99	0.11	0	0.2	0.04	1.21	0	0	0.37	0.49	0	0	0	0	0.07	0.04	0.04	0.17	0.12	0
FEX_0005578	 darkolivegreen	0	0.5	0.46	NA	0.24	2.63	0.26	0.84	1.44	0	1.15	0	0.27	0	NA	0	0	0	NA	0
FEX_0005579	 red	0.35	0.25	0.41	1.19	0.24	0.88	0.95	0.34	0.2	0.15	0.66	0.16	0.14	0.05	0.04	0.1	0.04	0.37	0.25	0.27
FEX_0005580	 red	0.15	0.1	0.09	1.38	0.08	1.47	0.21	0.79	0.26	0	0	0	0.09	0	0.04	0.16	0.05	0.4	NA	0.31
FEX_0005581	 green	0.98	0.14	1.38	0.09	0.1	0.8	2.02	0.16	0.12	0.31	1.28	0.11	0.21	0.18	0.06	0.1	0.02	0.27	0.42	0.37
FEX_0005582	 salmon	6.99	0.11	0	0.2	0	2.26	0	0	0.37	0.3	0	0	0	0	0.07	0.04	0.04	0.16	0.81	0
FEX_0005583	 lightsteelblue1	NA	NA	NA	NA	NA	99.73	100	42.86	NA	NA	0	99.36	66.31	NA	100	0	NA	100	0.09	100
FEX_0005584	 blue	66.67	0.64	NA	NA	NA	99.73	100	53.9	100	NA	0.37	99.68	49.88	NA	100	33.33	NA	100	0.09	37.33
FEX_0005587	 black	0.46	0.13	0.11	0.1	0.1	1.09	0.23	1.78	0.29	0.64	0.66	3.11	0.31	0	0	0.19	0.02	0.44	0.22	1.21
FEX_0005588	 lightsteelblue1	0.35	0.24	0.14	0.3	0.32	1.5	0.17	2.68	0.44	0.68	0.55	2.04	0.28	2.05	0.11	0.12	0.03	0.29	0.13	0.92
FEX_0005591	 darkolivegreen	1.05	0.16	0.21	0.32	0.26	3.03	0.28	0.25	0.26	1.1	0.35	0.32	0.3	0.08	0.02	0.1	0.12	0.17	0.2	0.22
FEX_0005592	 darkolivegreen	1.11	2.16	1.96	0.33	0.27	4.77	0.26	0.27	0.37	1.06	0.35	0.32	0.29	0.09	0.04	0.1	0.12	0.17	0.2	0.91
FEX_0005593	 darkolivegreen	1.11	2.08	1.96	0.33	0.27	4.77	0.26	0.82	0.37	1.06	0.35	1.78	0.29	0.09	0.04	0.1	0.12	0.17	0.2	0.91
FEX_0005594	 darkolivegreen	1.11	2.08	1.96	0.33	0.27	4.77	0.26	0.82	0.37	1.06	0.35	1.78	0.29	0.09	0.04	0.1	0.12	0.17	0.2	0.91
FEX_0005595	 darkmagenta	0.06	0.03	0.28	0.27	0.45	1.37	0.1	0.33	0.34	2.92	0.4	0.23	0.33	0.1	0	0.05	0.12	0.01	0.08	0.31
FEX_0005597	 salmon	0.25	NA	NA	NA	0.16	0	NA	0	NA	NA	NA	0	0	0	0	0.14	0	NA	NA	0
FEX_0005598	 darkolivegreen	3	0.47	0.22	0.93	0	13.64	0.14	0.25	0.2	0.35	0.57	0.53	0.31	0	0	0.5	0	0.3	0.44	0.25
FEX_0005601	 darkolivegreen	0	0.28	NA	NA	NA	3.12	1.32	2.15	0	0	0	0	0	NA	0	NA	NA	0	NA	0.07
FEX_0005603	 darkolivegreen	0	0	NA	NA	NA	1.74	0	0.17	0	NA	0	0	0.64	0	NA	NA	0	0	NA	0
FEX_0005604	 darkolivegreen	0	0	NA	NA	NA	1.74	0	0.17	0	NA	0	0	0.64	0	NA	NA	0	0	NA	0
FEX_0005605	 darkolivegreen	0.2	1.11	0	0	0.42	3.33	0.27	0.34	0.73	0.07	0.23	0	0.18	0.12	0	0.05	0	0.19	NA	0.07
FEX_0005606	 greenyellow	0	4.38	0.56	NA	NA	0.96	0	0.52	1.25	NA	0	0	0	0.26	0	NA	0	NA	NA	0
FEX_0005607	 greenyellow	0.57	4.87	0.12	0.46	0.06	0.9	0.22	0.14	0.2	0.18	0.13	0.31	1.79	3.4	0.14	6.4	0.11	0.24	0.2	0.12
FEX_0005608	 darkolivegreen	0.4	0.32	0.17	1.33	0	2.49	0.06	0.23	0.21	0.14	0.18	0.66	0	0	NA	NA	0.04	0.02	0.36	0.26
FEX_0005609	 darkolivegreen	NA	NA	1.82	NA	0.11	13.99	0	24.01	NA	NA	0.37	10.3	0.03	0	0	0.14	0	28.46	0.13	12.19
FEX_0005610	 darkolivegreen	0.16	0.12	0.26	0.07	3.12	6.88	3.11	9.42	0.72	NA	0.8	6.14	0.02	0	0.03	0.12	0.06	7.88	0.06	5.06
FEX_0005612	 purple	0.3	NA	NA	0.33	NA	NA	0	0	NA	0	0.32	NA	NA	0	NA	0.42	0	0.65	NA	0.31
FEX_0005613	 darkmagenta	0.01	0.1	0	0.14	0.15	1.1	0.4	0.07	0.16	6.84	0.09	0.94	0.15	0	2.21	NA	0.13	0.11	0.16	0.38
FEX_0005614	 black	0.02	0.03	0	0.16	0.11	0.9	0.09	0.13	0.09	0	0.14	1.33	0	0	0.04	NA	0.22	0.2	0.04	0.71
FEX_0005615	 darkolivegreen	0.16	0.13	0.11	0.77	0.16	2.21	0.35	0.25	0.15	0.19	1.51	0.07	0.05	0.04	0.04	0.01	0	0.48	0.38	0.61
FEX_0005616	 darkolivegreen	0	0	0	0.14	0	3.13	0	0	0.22	0	0.24	1.11	0.72	0	0	0.03	0.12	0.11	0.18	0
FEX_0005617	 blue	0.12	0.17	0.09	0.43	0.24	1.49	0.09	0.51	0.04	0.08	0.24	0.09	0.31	2.94	0.18	0.24	0.12	0.1	0.1	0.27
FEX_0005618	 darkolivegreen	0.02	0.1	0.65	0	0.1	2.15	0.26	3.38	NA	0.42	0.49	0	0	0	NA	0.01	0.02	0.04	0.42	0.11
FEX_0005619	 lightsteelblue1	0	0.11	1.27	1.9	0.04	1.77	0	8.37	0.21	1.09	0.56	0.32	0.67	0.07	NA	0.4	0	0.24	0.44	0.21
FEX_0005620	 darkolivegreen	0.02	0.05	0	0.16	0	1.63	0.13	0.52	0.24	0	0	0.49	0.01	0	NA	0.09	0.05	0.09	0.6	0.58
FEX_0005621	 darkolivegreen	0.14	0	0	NA	0	NA	0.38	0	0.08	0	0	0.61	0.23	0	NA	NA	0	NA	0	1.43
FEX_0005622	 darkolivegreen	0.09	0	0	0	1.78	2.75	0.57	0.24	0.45	0.38	0.3	0.55	0.38	0.2	0	0.14	0.03	0.77	0.14	0.49
FEX_0005623	 darkolivegreen	0	0.06	0	0	NA	2.65	0.27	0.63	0.47	0	0.27	0.32	0.32	0	0.05	0	0	0.24	0.11	0.33
FEX_0005624	 green	0	0.31	0.55	0.57	0	3.77	33.71	9.09	0.1	0	0.11	0.16	0.08	0	0.03	2.19	0.3	9.13	0.29	6.81
FEX_0005626	 darkolivegreen	0	0.39	0.79	0.71	0	4.97	0.84	11.63	0.1	0	0.21	0	0.12	0	0	3.28	0.35	13.96	0.2	10.84
FEX_0005627	 grey	0	0.23	0.9	0	0.12	0.92	5.66	9.18	7.85	24.95	16.77	2.98	12.58	5.26	20	0	0.17	14.2	2.87	14.39
FEX_0005628	 grey	0	0.27	0.9	0	0	0.92	9.09	29.85	16.82	24.95	33.33	5.95	27.89	8.33	33.33	0	0.29	39.77	3.15	24.61
FEX_0005630	 darkolivegreen	0.34	0.6	0.17	0	0.23	2.33	0.59	0.05	0.06	0.3	0.18	0.45	0.11	0.08	0.05	0.05	0.08	0.2	3.65	0.2
FEX_0005631	 darkmagenta	0	0	0	0	NA	2.35	0	0	0	2.44	NA	0	0	0	0	0.5	NA	NA	0.55	0
FEX_0005632	 darkred	0.44	0.72	0.28	0.38	0.21	2.28	1.03	0.14	0.12	0.13	0.08	0.33	0.17	0.04	0.08	0.03	0.06	0.2	5.12	0.25
FEX_0005633	 darkolivegreen	0	0.2	0	NA	0.29	100	0	0	NA	NA	0	NA	73.16	0	0	NA	0.22	0	NA	0
FEX_0005634	 tan	0	0.43	NA	0.3	0	NA	0	0.34	16.87	0	3.23	0.54	0	0.17	NA	0	NA	0	0.15	0
FEX_0005635	 red	NA	NA	0	33.33	NA	0.91	0.12	0	0	0	NA	0	NA	0	NA	NA	NA	1.03	0.42	0
FEX_0005636	 red	0.27	2.08	0	33.33	0	1.57	0.15	0.07	0.26	0	0.42	0	0.2	0	0	0	0.03	0.31	0.45	0.11
FEX_0005637	 darkolivegreen	0.02	0.12	0.26	0.06	0.13	2.57	0.58	0.07	0.15	0.38	0.37	0.06	0.32	0.1	0.05	0.07	0.06	0.58	0.17	0.42
FEX_0005638	 darkolivegreen	0	NA	0	0	NA	3.27	0.08	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0
FEX_0005639	 skyblue	0.08	5.63	0.41	0.66	0.06	1.17	3.24	3.83	0.11	0.15	0.27	0.78	1.08	7.28	25	0.11	20	0.15	0.48	4.62
FEX_0005641	 darkolivegreen	0.1	0.11	0.37	0.75	0.14	1.11	0.3	0.56	0.12	0.14	0.5	0.73	0.88	0.36	0	0.11	0	0.24	0.37	0.32
FEX_0005642	 darkolivegreen	0.1	0.35	NA	NA	NA	1.42	NA	0.19	0.36	NA	NA	0.32	0.11	0	NA	NA	0.09	0.56	1.14	0.23
FEX_0005643	 darkolivegreen	0.1	0.35	NA	NA	NA	1.42	NA	0.19	0.36	NA	NA	0.32	0.11	0	NA	NA	0.09	0.56	1.14	0.23
FEX_0005649	 darkolivegreen	0.27	0.33	0.22	0.21	0.4	4.14	0.3	0.15	0.46	0.11	0.28	0.44	0.03	0.32	0.1	0.2	0.06	0.14	0.2	0.28
FEX_0005651	 tan	0.18	0	0	0	NA	27.1	0.33	0.05	100	0.11	33.42	0.07	25.24	27.27	0.21	NA	0	0	0.25	12.5
FEX_0005652	 red	0.05	1.1	0.05	49.72	NA	3.41	11.76	10.43	0.73	6.41	0.46	7.87	10.89	23.9	0.12	0	0.24	1.15	17.77	5.64
FEX_0005653	 darkolivegreen	0	0.78	0	0	0.09	17.23	0.04	0.25	14.47	NA	0	0	0.14	0.4	0	0	0.21	16.67	0.37	0.16
FEX_0005654	 darkolivegreen	NA	0.36	0	0	NA	0.72	0	0.76	0	NA	0	0	0.15	0	0	NA	0	0	NA	0.22
FEX_0005657	 blue	0.5	0	0	0	0	0.3	0	0.35	1.19	0	NA	0.12	0	2.08	0	0.19	0	0	0.28	0
FEX_0005658	 tan	1.11	NA	NA	NA	NA	1.67	75	50.83	NA	NA	NA	0.65	NA	55.32	0	0	0	33.7	33.52	0.68
FEX_0005659	 blue	0.1	0.46	0.13	0.62	NA	0.39	0.32	0.27	0.07	0.46	0.21	0.39	14.74	11.15	0.03	0	10.55	0	0.1	15.8
FEX_0005660	 brown	0.05	NA	0	0	NA	0.29	0.06	0	0.1	NA	1.19	0.51	0.82	0	0	0	0	0	NA	0.37
FEX_0005663	 darkolivegreen	0.02	0	NA	0.3	2.26	16.88	0.24	10.58	11.29	0.34	0.43	8.49	0.34	0	0	2.42	0	0	0.35	0
FEX_0005664	 darkolivegreen	0.29	0.05	0.37	1.3	0.8	1.56	0.2	0.38	0.42	0.17	0.54	0.06	0.57	0.03	0.04	0.59	0.05	0.19	0.4	0.24
FEX_0005665	 darkolivegreen	0.12	0.51	0.14	0.1	0.24	1.93	0.03	0.08	0.51	0.26	0.4	0.03	0.75	0.11	0.08	0.05	0.05	0.53	0.26	0.36
FEX_0005667	 darkolivegreen	1.2	0.13	0.48	0.33	0.06	1.82	0.21	0.65	0.31	0.24	0.92	0	1.06	0.09	0	0	0.24	0.12	0.36	0.31
FEX_0005669	 sienna3	91.92	NA	0	NA	NA	1.23	NA	0.53	NA	17.69	NA	38.4	0.36	0	50	0	2.63	33.33	NA	0
FEX_0005670	 darkolivegreen	0.23	0.2	0.32	0.14	0.21	1.34	0.26	0.22	0.42	0.21	0.32	0.23	0.22	0.12	0.16	0.1	0.06	0.26	0.19	0.2
FEX_0005671	 salmon	1.06	0.05	0.22	0	0.14	1.15	0	0	0	NA	NA	0.14	0.1	0.09	NA	0.09	0	0	NA	0.2
FEX_0005673	 grey	0.14	0.45	0.44	0	0.31	0	0.07	0.22	0	0.42	0.15	0.23	0.22	0.31	0.54	0.57	0.11	0.41	0.17	0.23
FEX_0005674	 salmon	1.85	0.26	0	0.52	NA	3.18	0	0	0.3	NA	0	0	0	0	0.06	NA	NA	0.65	0.33	0.66
FEX_0005675	 red	0.26	0.49	0.1	2.11	0.21	1.57	0.16	0.49	0.29	0.14	0.38	0.17	0.97	0.02	0.07	0.11	0.06	0.42	0.16	0.29
FEX_0005676	 red	0.14	0.14	0.15	2.33	NA	1.36	0.24	0.39	0.19	0	0.51	0.18	0.18	0	NA	NA	0	0.16	0.05	0.04
FEX_0005677	 tan	0	0	0	1.25	NA	1.9	0	0.46	6.67	NA	NA	0	0.92	0.25	0	0	0	0	0	0.7
FEX_0005678	 green	0	0	0	NA	NA	NA	0.79	0	0	NA	1.75	0.26	1.74	0	0	0.08	NA	NA	0	0
FEX_0005679	 brown	0.67	0.29	0.02	24.75	NA	3.63	0.55	0.13	0.14	0.08	0.23	0.08	11.49	0	0	0.05	0	0.87	0.15	0.2
FEX_0005680	 grey	0	1.72	0.4	0.34	0	1.73	1.02	19.29	2.67	33.33	0.24	0.19	5.23	15.83	50	14.54	0.09	0	0.9	20.55
FEX_0005681	 grey	0.08	0.43	0.35	NA	0.14	NA	0.28	0.33	0.09	0.14	0.54	0.03	0.22	0	0.06	0	0.02	0	0.43	0.42
FEX_0005682	 grey	0	1.72	0.12	0.34	NA	2.86	1.76	18.93	9.34	33.33	0.24	0	6.73	22.5	50	19.38	0.09	0	0.9	29.46
FEX_0005684	 blue	0.03	0.09	0.06	0.16	0.08	2.91	0.3	0.13	0.47	0.46	0.39	1.31	0.36	2.87	0	0.05	0.01	0.29	0.09	0.1
FEX_0005685	 blue	0.11	0	0.04	0.51	NA	5.24	0.29	0.56	0.03	0.18	0.29	1.9	0.36	4.87	0	0.06	0	0.28	0	0.2
FEX_0005686	 grey	33.33	NA	0	1.15	0.01	NA	45.04	50	28.57	57.23	78.9	62.39	49.28	14.04	NA	66.48	80	0.39	16.76	26.91
FEX_0005687	 darkolivegreen	0.19	0.15	0	0	0	2.08	0.45	0.03	0.26	0.09	NA	0	0.69	0.29	0	0.61	0	0	0.16	0.16
FEX_0005688	 midnightblue	0	NA	0	1.15	0.01	NA	15.72	0	0	0.21	0	40	32.54	0.19	NA	NA	50	0.39	0.27	11.86
FEX_0005689	 darkolivegreen	0.09	0.21	0.25	0.45	0.2	2.09	0.2	0.57	0.19	0.19	0.33	0.28	0.64	0.7	0.09	0.15	0.03	0.12	0.18	0.19
FEX_0005690	 darkolivegreen	0.03	0.07	0	0.23	0	2.52	0.27	0.86	0.36	0.24	0.51	0.4	0.05	0.05	0	0	0.04	0.17	0.07	0.29
FEX_0005691	 darkolivegreen	0	0	0	NA	NA	2.55	0	0.63	0	0.73	0.15	0.21	0.36	0	0	0.06	0	0.41	0	0.13
FEX_0005692	 red	0.05	0.07	0.07	1.33	0	1.23	0.29	0.16	0.46	0.1	0.49	0.11	0.03	0	0	0	0	0.1	0.04	0.14
FEX_0005695	 lightsteelblue1	0.53	NA	0	NA	NA	0.75	0.45	1.33	0.06	0	0	NA	0.02	0	NA	NA	NA	NA	0.04	0.11
FEX_0005696	 darkolivegreen	0	0	0	0.2	0.57	2.06	0	0.52	0	NA	NA	0	0	0	0	NA	0	0	0.72	0.12
FEX_0005697	 black	NA	0.44	0.17	0	NA	0	0	0.02	0	0.18	0.13	1.69	0.33	0	NA	0	NA	0.04	NA	0
FEX_0005698	 grey	30.03	7.22	33.37	10.82	0	33.88	16.39	7.34	16.75	26.87	0.74	18.24	41.9	23.5	20.04	33.38	49.42	22.66	0.48	12.19
FEX_0005699	 darkgrey	50	0	100	0.15	NA	33.66	18.11	0	0	33.57	0.96	0	57.22	25.7	100	27.33	100	33.2	1.08	11.9
FEX_0005700	 red	0.16	0.32	0.37	7.35	NA	0.81	0.24	0.22	0.16	0	0	0	0.2	0	0	NA	NA	0.08	0.33	0.12
FEX_0005701	 magenta	49.88	0	0	0.13	0.57	18.06	28.57	0.33	50	NA	NA	0	0	NA	66.67	NA	0	100	0.72	0.58
FEX_0005704	 purple	0	0	NA	0	NA	1.37	0	0.34	NA	NA	1.12	0	0	0	NA	2.78	0	99.92	50.27	0.23
FEX_0005705	 purple	0	0	NA	0	NA	1.37	0	0.34	NA	NA	1.12	0	0	0	NA	2.78	0	99.92	50.27	0.23
FEX_0005709	 mediumpurple3	0	0	49.35	0	NA	2.52	12.83	0	0.44	NA	NA	0	0.12	NA	33.4	0	NA	50.14	NA	33.09
FEX_0005711	 grey	22.31	10.32	16.75	0.16	24.89	1.8	0.17	10.93	0.41	1.82	0.34	0.05	0.31	14.58	0.17	0.13	0	0.12	0.07	4.44
FEX_0005712	 darkolivegreen	NA	NA	100	NA	NA	NA	100	NA	100	0	100	NA	50	66.67	NA	100	NA	33.33	0.21	10.45
FEX_0005714	 darkolivegreen	0.24	0	0.38	NA	NA	0	NA	33.33	0.1	NA	0.29	98.15	0	0	NA	NA	50	0	NA	0.6
FEX_0005715	 salmon	99.51	0.31	94.41	NA	NA	NA	0	23.75	0.27	0	90	0	0	46.52	NA	0.12	0	17.44	6.76	18.86
FEX_0005716	 darkolivegreen	0.27	0.5	0.32	0.61	0.46	1.66	0.84	0.3	0.22	0.28	0.25	0.45	0.18	0.03	0.04	0.09	0.1	0.3	0.11	1.71
FEX_0005717	 darkolivegreen	NA	0	0.24	0.84	0.2	1.84	0.15	0	NA	0.13	0	0	NA	NA	0.13	NA	0.05	NA	NA	0.12
FEX_0005720	 black	10.69	0	0.49	18.08	NA	30.33	9.91	1.14	10.27	0	2.61	49.16	0	6.36	0.31	14.39	0	0	0	12.5
FEX_0005721	 darkolivegreen	0.07	0.13	0.19	0.54	0.2	1.33	0.45	0.35	0.24	0.13	0.37	0.41	0.38	0.02	0.88	0.07	0.18	0.18	0.25	0.25
FEX_0005722	 black	14.57	0	0.49	NA	NA	50.21	0.42	0.13	0.48	0	4.13	65.37	0	8.61	0.12	20	0	0	NA	16.67
