cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0003600	 lightsteelblue1	0	0.12	0.12	0.2	NA	1.93	10.59	13.55	0	0	0.23	0.18	0.03	0	0	0	0.02	21.19	0.2	4.62
FEX_0003601	 mediumpurple3	0	0.24	0	NA	NA	2.13	0	0.81	0.16	NA	NA	0	0.09	0.13	0	0.26	0	NA	0.3	1.02
FEX_0003605	 darkolivegreen	0.17	0.07	0.28	0.06	0.05	1.58	0.37	0.45	0.27	0.22	0.28	0.07	0.36	0	0.06	0.08	0.19	0.42	0.29	0.19
FEX_0003606	 grey	16.73	0.06	0	1.33	0.42	1.92	14.59	7.28	1.19	0.82	0	0	14.38	9.09	NA	0.06	0	7.68	0.13	0
FEX_0003607	 darkolivegreen	0.16	0.06	0.28	0.06	0	1.09	0.24	0.17	0.23	0.26	0.1	0.09	0.39	0	0.06	0.13	0.19	0	0.28	0.27
FEX_0003608	 magenta	0.13	0.39	0.18	0.58	0.12	1.42	0.32	0.18	0.1	0.27	6.22	0.16	0.22	2	0.22	0.08	0.06	0.25	0.06	0.29
FEX_0003609	 magenta	0.2	0.21	0.19	0.66	0.14	1.35	0.17	0.26	NA	0.43	7.3	0.1	0.17	3.03	0.25	0.1	0.06	0.31	0	0.31
FEX_0003610	 darkolivegreen	3.74	0.14	5.19	4.74	16.68	10.59	6.61	0.32	0	0.6	10.95	0.1	0.25	7.92	0.25	0.09	0.07	0.35	2.36	4.24
FEX_0003611	 darkgreen	16.75	0	50.13	11.37	66.31	14.55	22.3	0.63	0	0.88	22.6	NA	0.86	29.06	NA	0.07	0.19	0.55	5.5	12.63
FEX_0003612	 green	0.13	0	0.27	0.3	66.31	NA	28.67	0.6	0	1.1	4.38	NA	0.86	0	NA	0.08	0.19	0.69	0	7.96
FEX_0003614	 darkolivegreen	27.96	25	0.72	0	0	95.45	33.33	57.44	NA	NA	0	0	50.06	58.13	79.97	0.06	0.68	50	0	13.95
FEX_0003615	 darkolivegreen	27.96	25	0.72	0	NA	95.45	33.33	57.44	NA	NA	0	0	50.06	58.13	79.97	0.06	0.68	50	0	13.95
FEX_0003621	 darkolivegreen	0.29	0.05	0	0.43	0.23	2.04	0.16	0.25	0.04	0.18	0.25	0.25	0.26	0.04	0.03	0.01	0.2	0.03	0.03	0.18
FEX_0003622	 darkolivegreen	0.09	0.08	0.06	0.13	0.46	1.76	0.08	0.26	0.15	0.17	0.29	0.25	0.35	0	0.05	0.07	0.15	0.11	0.13	0.27
FEX_0003623	 darkolivegreen	0.12	0.12	0.08	0.13	0.46	1.76	0.11	0.17	0.07	0.16	0.28	0.36	0.39	0	0.09	0.09	0.17	0.03	0.15	0.23
FEX_0003624	 salmon	100	NA	NA	NA	NA	33.97	0.29	0.06	0	0	NA	0.53	0	0	NA	0.06	0	6.76	0	2.8
FEX_0003626	 darkolivegreen	0.42	0	0.47	0	0	3.38	1	0.15	0.35	0.34	NA	0.36	0.21	0	0	0	0	0	0.09	1.79
FEX_0003627	 darkolivegreen	0.42	0	0.47	0	0	3.38	1	0.15	0.35	0.34	NA	0.36	0.21	0	0	0	0	0	0.09	1.79
FEX_0003629	 darkolivegreen	0.1	0.21	0.23	0.31	0.07	1.59	0.22	0.28	0.16	0.3	0.36	0.22	0.09	0.09	0.05	0.19	0.04	0.16	0.25	0.17
FEX_0003630	 darkolivegreen	0	NA	NA	NA	0	3.15	0.13	0.2	0	NA	NA	0.16	0	0.08	0.03	0.17	0	0.37	0.15	0
FEX_0003631	 darkolivegreen	0.15	0	0	0	NA	1.52	0	0.08	0.28	0	0.35	0.43	0.15	0	0.2	0	0	0	0.62	0.16
FEX_0003632	 darkgrey	0	0.49	99.79	NA	99.52	1.71	22.87	15.43	26.78	NA	0	0	25.09	0	NA	0	9.22	NA	50.08	17.78
FEX_0003633	 darkolivegreen	0	0.52	0	0	0.12	0.91	0	0.19	NA	0.32	0.88	0	0.22	0.37	0.09	0	0	0	0.7	0
FEX_0003634	 darkolivegreen	0.75	0.79	0.17	0.27	0.8	2.72	0.15	1.92	2.16	0.1	0.28	0.31	1.39	0.95	0.15	0.11	0.07	0.31	0.36	0.23
FEX_0003637	 lightsteelblue1	0	NA	0	0	NA	2.35	0	100	NA	0	NA	0	NA	50	NA	NA	0.27	0	NA	0
FEX_0003638	 lightsteelblue1	0	0	0	0	NA	2.35	16.85	66.67	NA	0	NA	NA	NA	50	NA	NA	0.27	0	NA	5.49
FEX_0003639	 lightsteelblue1	0	0.05	0.08	NA	0.18	3.65	0.32	22.31	12.64	0.45	0.22	0.33	0.78	19.39	0	0	0.14	0.08	0.64	0.24
FEX_0003640	 blue	0	0.08	0.54	0.57	0.25	4.41	0.34	0.45	0.11	0	0.24	0.15	0.19	4.76	NA	0.09	9.19	0	0.69	0.22
FEX_0003642	 green	0	0	0.47	0	NA	0	0.86	0	0	0.27	0.78	0	0.23	0	0.68	0.04	0.24	0.38	NA	0
FEX_0003643	 green	0	0	0.47	0	NA	0	0.86	0	0	0.27	0.78	0	0.06	0	0.68	0	0.24	0.38	NA	0
FEX_0003644	 blue	0.06	NA	1.23	39.7	0	0.79	33.33	0.33	NA	NA	22.52	0	0.34	46.23	0	0.74	0	0.22	54.59	28.74
FEX_0003646	 blue	0.24	NA	0	NA	NA	0.79	0	0	NA	NA	0.45	0	0.31	12.46	NA	0.74	0	NA	0.44	0.47
FEX_0003647	 darkmagenta	NA	NA	2.94	98.97	NA	NA	44.44	NA	NA	NA	33.63	0	0.26	46.23	NA	0.74	0	NA	60.01	80
FEX_0003649	 darkolivegreen	0.02	0.22	0	0	0.15	4.2	0.49	0.42	0.25	0.14	0.08	0.63	0.41	0.59	0	0.02	0.18	0.16	0	0.26
FEX_0003651	 darkolivegreen	0	0.08	0.2	0	NA	5.21	0.09	0.46	0.59	0.15	0	0	0.04	0	0.03	0.03	0	0	0.41	0.18
FEX_0003652	 darkolivegreen	1.18	0.15	0.06	0	0	3.82	0	0.82	0.44	0.05	0.21	0.49	0.3	0	0.13	0.36	0.05	0.14	0.09	0.69
FEX_0003655	 darkolivegreen	0	NA	0.6	0	0	9.68	0.29	0	NA	0	NA	1.23	1.39	0	0	0.05	0	0.3	0.1	0
FEX_0003656	 darkolivegreen	0.23	0	0.39	0.2	0	51.14	0	13.26	0.23	0.23	NA	0	0	0	0.12	0.14	0.32	0	0.16	0
FEX_0003658	 darkolivegreen	0.06	0	0.34	NA	0.71	1.94	0	2.2	0.27	0	0.08	0	NA	NA	0.07	NA	0	0.56	NA	0.38
FEX_0003660	 grey	0.24	0.13	0.11	1.52	0.16	1.8	2.35	0.94	0.22	0.27	0.33	3.35	4.67	4.55	0.05	6.51	0.02	2.71	0.02	2.61
FEX_0003661	 green	NA	0	0	NA	NA	1.04	1.85	0	0	NA	NA	0.62	0.3	0	NA	0	NA	0.07	0.62	0
FEX_0003662	 darkolivegreen	0	0	0	0	NA	2.77	0	0	NA	0.19	1.44	NA	0	0	0	0	NA	0.54	0	0
FEX_0003664	 darkolivegreen	0.08	0.05	0.06	0.47	0.19	1.72	0.54	0.98	NA	0	0.45	0.21	0.42	0	0	0	0.09	0.11	0.28	0.11
FEX_0003665	 darkolivegreen	0.12	0.17	0.48	0.39	0.31	1.82	0.25	0.19	1.95	0.16	0.26	0.36	0.24	0	0.13	0.1	0.3	0.69	0.17	0.34
FEX_0003667	 darkolivegreen	0.25	0.05	0	0.36	NA	2.95	0	0.04	0.07	NA	0.51	0.33	0.34	0.02	0.1	0	0	0.23	0.05	0.49
FEX_0003668	 darkolivegreen	0.25	0.38	0.07	1.09	0.15	1.59	0.28	0.41	0.54	0.17	0.43	0.3	0.27	0.07	0.06	0.24	0.2	0.67	0.04	0.17
FEX_0003669	 blue	0.07	0.2	0.07	0.19	0.2	1.31	0.12	0.28	0.21	0	0.22	0.31	0.15	2.52	0.04	0.07	0.12	0.16	0.26	0.16
FEX_0003670	 blue	0.12	0	0	0	0.2	1.28	0.1	0.28	0.07	0	0.15	0.14	0.18	4.39	0.06	0	0.08	0.21	0.25	0.06
FEX_0003671	 darkolivegreen	0.22	0.06	0	0.21	0.06	1.09	0.13	0.7	0.42	0	0.54	0.39	0.15	0.05	0.04	0.3	0.28	0.07	0	0.26
FEX_0003675	 mediumpurple3	0.17	0.06	NA	0.45	NA	0	0.58	0.08	0.31	0	0	0.08	0.26	0	NA	0	0.08	0	NA	0.72
FEX_0003676	 darkolivegreen	0	100	0.22	49.22	NA	NA	0.81	0	NA	NA	99.19	NA	NA	50	0.27	NA	0	47.22	NA	33.54
FEX_0003681	 darkolivegreen	0.06	0.16	0.03	0.25	0.11	3.49	0.12	0.32	0.58	0.13	0.22	0	0.28	0	NA	0.03	0	0.33	0.14	0
FEX_0003686	 darkolivegreen	0	0.15	0.31	0.68	0.04	1.39	0.08	0.6	0.19	0.2	0.3	0.21	0.24	0.04	0	0.01	0.26	0.25	0.1	0.43
FEX_0003687	 red	0	0.18	0.4	1.06	NA	0.74	0.15	0.68	0.13	0.24	0.47	0.25	0.28	0.06	0	0.04	0.06	0.24	0.2	0.14
FEX_0003688	 red	0	0.18	0.4	1.06	NA	0.74	0.15	0.68	0.13	0.24	0.47	0.25	0.28	0.06	0	0.04	0.06	0.24	0.2	0.14
FEX_0003689	 magenta	0.04	0.16	0	0.2	0.23	1.39	0	0	0.44	0	3.28	0.24	0	0	NA	0	0.13	0	NA	0
FEX_0003692	 tan	0	0.35	0.27	0.84	NA	1.94	8.46	4.52	17.02	0.1	0.3	0	0.07	0	NA	0.18	0.08	0.22	0.17	0.75
FEX_0003693	 green	0	0.3	0.19	0.84	NA	1.93	11.19	2.35	8.57	0.25	0.13	0.09	0.42	0.18	NA	0.18	0.08	0.18	7.94	1
FEX_0003694	 darkolivegreen	0.03	0.26	0.15	0.23	0.33	1.57	0.49	0.92	0.23	0.38	0.52	0.46	0.26	0.14	0.02	0.06	0.09	0.74	0.24	0.2
FEX_0003695	 darkolivegreen	0.12	0.44	0.32	0	0.18	1.23	0.09	0.43	0.14	0.43	0.22	0.36	0.25	0	0.06	0.09	0.04	0.07	0.31	0.05
FEX_0003696	 purple	0.04	0.1	0.13	0	0	1.14	1.51	0.27	0.34	0	0.72	0.8	0.37	0.2	0	0	0.16	2.09	0.16	0.32
FEX_0003698	 mediumpurple3	0.14	0.07	0.13	0.26	NA	2.17	1.78	12.9	0.27	0.17	0.18	0.26	4.67	11.11	NA	0.04	0.12	0.31	0	17.28
FEX_0003699	 grey	99.81	NA	NA	10.97	40.11	52.85	NA	60.33	25	12.64	0	63.99	100	9.52	NA	100	NA	33.45	100	33.16
FEX_0003701	 lightsteelblue1	0	NA	0	NA	NA	NA	0	0.41	0	0	NA	0	0	NA	0.02	NA	0	0	0.19	0
FEX_0003703	 darkolivegreen	0	NA	NA	0	NA	3.21	0	0.51	0.48	NA	NA	NA	2.3	0	NA	0.93	0	NA	0.23	0.1
FEX_0003704	 darkolivegreen	0	NA	NA	0	NA	3.21	0	0.51	0.48	NA	NA	NA	2.3	0	NA	0.93	0	NA	0.23	0.1
FEX_0003705	 darkolivegreen	0.02	0	0.14	1.02	NA	1.97	0.58	0.3	0.41	0	0.26	0	0.06	0.05	NA	0.03	NA	0.2	NA	0.13
FEX_0003706	 darkolivegreen	0.02	0	0.14	1.02	NA	1.97	0.58	0.3	0.41	0	0.26	0	0.06	0.05	NA	0.03	NA	0.2	NA	0.13
FEX_0003708	 greenyellow	0.15	5.01	0.28	0.52	NA	1.09	0.13	0.22	0.34	0	0.19	0.15	0.26	0.3	0	0	0.04	0.19	0.33	0.33
FEX_0003709	 darkmagenta	0	0	0.24	0.28	0.45	NA	0.55	0	0.11	6.45	0.52	NA	0	0	0.04	0	NA	0	0.11	0
FEX_0003710	 darkmagenta	0	0	0.24	0.28	0.45	NA	0.55	0	0.11	6.45	0.52	NA	0	0	0.04	0	NA	0	0.11	0
FEX_0003712	 darkolivegreen	0.83	0.29	2.42	0.2	NA	1.99	NA	0	NA	0.83	0.46	0.41	0.26	0	NA	NA	0	1.33	NA	0
FEX_0003713	 greenyellow	0.18	4.07	0.15	0.46	0.18	1.46	0.36	0.43	0.1	0.28	0.29	0.28	0.19	0.78	0.01	0.19	0.06	0.41	0.22	0.32
FEX_0003714	 darkolivegreen	0.09	0.3	0.52	0.14	NA	2.38	0.07	0.12	0.07	0.4	0.14	0	0.24	0	NA	0	NA	0	0	0
FEX_0003716	 darkmagenta	0.05	0.19	0	NA	0.14	0.73	0.2	0.31	0.22	1.1	0	0.11	0.17	0.02	0.07	0.09	0.06	0.53	0.29	0.55
FEX_0003717	 red	0.06	0.32	0.05	2.73	0.1	0.95	1.47	0.24	0.22	0.62	0.04	0.5	0.33	0.37	0.06	0.08	0.08	0.45	0.39	0.45
FEX_0003718	 green	0.12	0.49	0.09	2.73	0.03	1.56	2.37	0.24	0.2	0.53	0.06	1.79	0.6	0.06	0	0	0.1	0.3	0.68	0.19
FEX_0003719	 red	0.09	0.35	0.09	3.51	0.08	1.34	2.04	0.14	0.2	0.3	0.05	1.08	0.13	0	0	0	0.1	0.29	0.68	0.55
FEX_0003720	 darkolivegreen	0	NA	NA	0	NA	1.45	0.77	0.27	0.4	0	0	0.09	0.24	0.01	0.43	0	0	0.11	0.29	0.26
FEX_0003722	 darkolivegreen	0.15	0.67	0.24	0.53	1.06	1.83	0.26	0.3	0.25	0.23	0.38	0.25	0.44	0.15	0.07	0.16	0.06	0.35	0.16	0.69
FEX_0003725	 darkolivegreen	0.14	0.1	0.12	0.12	0.23	1.71	0.13	0.31	0.23	0.28	0.35	0.13	0.54	0.02	0.12	0.12	0.07	0.38	0.12	0.25
FEX_0003726	 grey	0.18	0.22	0.3	0	NA	NA	0	0.16	0	NA	NA	0.12	0.06	0.06	0	NA	0	0.13	0.13	0.17
FEX_0003729	 darkolivegreen	0.15	0.14	0.19	0.69	0.24	1.36	0.12	0.41	0.54	0	0.65	0.24	0.37	0.19	0.18	0.06	0.04	0.07	0.14	0.27
FEX_0003731	 darkolivegreen	0	0.44	NA	NA	0.28	NA	1.07	2.17	NA	NA	NA	0.39	0.68	0	0	0	NA	0.28	0.26	0.41
FEX_0003732	 darkolivegreen	0.45	0.13	0.08	0.46	0.66	0.88	0.36	0.38	0.18	0	0	0.69	0.32	0	0.09	0.06	0.08	0.31	0.66	0.11
FEX_0003733	 darkolivegreen	0.03	0.2	0	0.14	NA	1.99	0.08	0.32	0.14	0.12	0.28	0.35	0.14	0	0	0.08	0.06	0.05	0.11	0.33
FEX_0003734	 darkolivegreen	0.02	0.07	0.17	0	NA	1.41	0.26	0.35	0	0	0.69	0.27	0	0	NA	0.06	0.1	0.23	0.44	0.12
FEX_0003735	 brown	3.57	0.66	20.22	0	NA	0	22.94	17	0	100	0.27	0	50.67	0	NA	16.67	0	33.33	50	0.54
FEX_0003736	 greenyellow	0.7	1.59	0.17	0.13	0.35	2.15	0.22	0.31	0.34	0.35	0.48	0.56	0.34	0.06	0.2	0.1	0.03	0.26	0.1	0.23
FEX_0003737	 greenyellow	0.25	11.66	0.14	0	0	NA	0	0.49	0.82	0.54	0.78	2.5	0.86	0.03	0.04	0.06	0.2	0.74	0.01	0.05
FEX_0003738	 lightsteelblue1	0	1.11	0	0.17	0.21	3.49	0.37	7.21	0.5	0.79	0.21	0	0.33	7.14	NA	1.14	0.12	0.09	0	0.28
FEX_0003739	 salmon	2.3	0.06	0	0.35	0	3.87	0.21	0.5	0.66	0.06	0.32	0.22	0.1	0	0	0.14	0	0.24	0.37	0.6
FEX_0003740	 darkmagenta	0	NA	NA	0.34	0.66	1.95	0.03	0	NA	1.5	0	0	0	0	NA	0	0.19	0	0	0.26
FEX_0003741	 greenyellow	0	50	NA	0.43	0.66	2.64	7.71	11.29	NA	22.64	0.3	33.33	0	12.5	NA	0	20.09	0.26	0	0.18
FEX_0003742	 black	0.02	11.19	NA	0.49	0.29	3.11	9.09	9.28	0.77	16.96	0.4	22.45	0.03	5.56	0.06	0	9.12	0.3	0.72	0.1
FEX_0003743	 sienna3	0	0.18	NA	1.06	NA	2.2	NA	0	0.23	0	0.38	0.42	0.06	0.04	14.46	NA	0.1	0.88	0.72	0.04
FEX_0003746	 grey	40.52	33.45	12.15	0.49	NA	0.46	7.62	15.72	10.45	17.02	0	3.33	0.49	28.34	0.42	15.52	0	9.03	0.1	30.13
FEX_0003748	 blue	0	0	0	20	0.08	NA	0.24	0.34	14.37	NA	0.29	0.5	0.3	14.27	20.03	0	NA	0	0	0.23
FEX_0003749	 red	0.1	0.22	1.61	2.29	0.12	1.27	0.1	0.43	1.52	0.33	0.21	0.48	0.23	0.72	4.48	0.05	0.04	0.53	0.34	0.23
FEX_0003751	 darkolivegreen	0.21	0.17	0.22	0	0.04	0.84	0.04	0.5	0.18	0.53	0.18	0.44	0	0.03	0.01	0	0.03	0.83	0.25	0.28
FEX_0003752	 darkolivegreen	0	0	0	0.24	NA	1.51	0	0.12	0	0.35	0.53	0	1.24	0	NA	0	0.06	0.72	0.08	0.9
FEX_0003753	 tan	0.07	0.18	0.46	0.18	0.31	1.71	0	0.41	2.22	0.16	NA	0.35	0.26	0	0	0.1	0	0.08	0.27	1.04
FEX_0003755	 red	0.3	0.45	0.1	2.53	0	2.05	0.07	1.13	0.07	0	0.19	0	0.18	0	0.04	0.01	0	0.04	0.06	0.75
FEX_0003756	 darkmagenta	NA	0.17	0	0.12	0.08	1.48	0.46	0.48	NA	1.35	0.18	0	0.22	0	0	0.07	0	0.25	0.26	0.3
FEX_0003762	 lightsteelblue1	0.22	10.23	0	1.67	33.25	1.47	0.16	17.62	0.05	0.17	NA	0	0.26	20	0.04	0.15	0.04	0	NA	0.23
FEX_0003763	 red	0.19	12.22	0	30.59	20.02	1.51	0.07	4.32	0.18	0.17	0.11	0.36	0.07	10	0	0.45	0.31	0.29	20.16	3.59
FEX_0003764	 red	0.36	0	0	73.88	0.36	1.53	0.07	0.13	0.33	NA	0.25	0.28	0	0	0	0.64	0.35	0.36	50.07	6.07
FEX_0003765	 darkolivegreen	0.35	0.19	0.67	0.81	0.22	1.72	0.8	0.38	0.29	0.41	0.49	0.31	0.17	0.04	0.14	0.04	0.11	0.25	0.3	0.16
FEX_0003767	 purple	NA	50.36	50	27.27	NA	NA	0.28	14.35	20.12	0.32	0.26	0	NA	30.37	NA	NA	NA	89.06	0.76	1.35
FEX_0003768	 mediumpurple3	0.08	3.12	0.14	0.41	NA	3.85	0.33	0.11	0.24	0	0.09	NA	0.08	0.07	0.09	NA	0.05	0	0	9.09
FEX_0003769	 green	76.47	NA	0	NA	NA	4.35	20	0	0	0	NA	0.64	0.2	0	NA	0.12	0	0	NA	0
FEX_0003770	 green	76.47	NA	0	NA	NA	4.35	20	0	0	0	NA	0.64	0.2	0	NA	0.12	NA	0	NA	0
FEX_0003771	 blue	0	0	33.33	64.82	NA	2.67	10	0	0	NA	0	0	37.61	30	NA	0	0	0	0.18	0
FEX_0003773	 blue	0	0	NA	0	NA	2.67	0	0	0	NA	0	0	0.18	14.29	NA	0	0	0	0.18	0
FEX_0003774	 magenta	0.34	0.38	NA	NA	0	0	0	0	0.23	NA	1.1	NA	0.22	NA	0	0	0	0.27	NA	0.13
FEX_0003775	 darkolivegreen	0.25	0.48	0.27	0.87	0.19	1.48	0.38	0.41	0.74	0.2	0.33	0.26	0.22	0	0	0.23	0.09	0.2	0.09	0.18
FEX_0003776	 magenta	0.13	0.16	7.2	10.07	0	1.73	3.36	1.37	3.86	0.55	11.51	4.77	3.94	0.06	11.25	0.13	0.01	5.41	0.17	2.63
FEX_0003777	 greenyellow	26.99	66.67	25.29	1.26	0	15.51	20.14	8.61	14.36	50.16	0.34	0	48.5	44.44	0	0	0	0.1	0.15	9.22
FEX_0003778	 grey	22.49	33.37	25.29	1.9	0	12.88	20.07	6.65	11.17	33.44	0.43	0	52.61	50	0	33.17	0	0.09	0.15	13.09
FEX_0003779	 grey	9.04	0.04	0.1	0.86	0	1.56	9.59	0.99	0.37	0.21	0	14.37	7.17	6.04	0.01	0.11	0.08	21.73	0.12	14.34
FEX_0003781	 black	0	0	0	0.82	0	5	28.57	3.56	0.1	0.39	0.55	66.06	0.59	0	NA	0	NA	0.79	NA	0.26
FEX_0003782	 black	0.14	0.07	0.12	0.14	0	4.04	7.19	1.31	0.47	0.15	0.38	10.67	0.37	0	0.01	0.27	0.2	0.05	0.05	0.27
FEX_0003784	 black	0	0	0.22	NA	NA	NA	0	0	0.43	0.42	0	0.28	0	0	NA	NA	0	0	NA	0
FEX_0003785	 greenyellow	0.4	2.05	0.26	0.94	0.15	1.89	0.43	0.18	0.81	0.24	0.45	0.32	0.19	0.95	0.14	0.06	0.03	0.14	0.16	1.06
FEX_0003786	 darkolivegreen	0.13	0.15	0.13	0.2	0.04	2.54	0.23	0.12	0.15	0.21	1.29	0.19	0.07	0	0.18	NA	0.02	0.08	0.14	0.29
FEX_0003787	 darkolivegreen	0	0.27	0	0	NA	3.91	0	0	0	NA	1.1	0.37	0	0.27	0	NA	0.05	0.71	NA	0
FEX_0003788	 red	0	0.26	0.7	18.18	0.53	1.03	0.09	0.13	0.04	0.43	0.19	0.24	0.44	0	NA	0	0	0.12	0	0.17
FEX_0003789	 magenta	NA	0	0	1.39	0.28	1.44	0.66	0	1.78	0.68	2.5	0.79	0.03	0.1	NA	0.15	NA	NA	0	0.06
FEX_0003790	 green	0	0.11	0.44	0	0	0.28	1.68	0	0.28	0	0.24	0.42	0.58	0	0.08	0	0.13	0	NA	0.17
FEX_0003791	 mediumpurple3	0	0	0.87	0.25	0.08	NA	0.63	0	5.56	1	NA	0.07	0	0	NA	0	NA	0	1.56	10.31
FEX_0003792	 blue	0	0.24	0.49	0.17	0.12	1.32	0.56	0.58	0.28	0.18	0.36	2.78	0.05	9.14	NA	0.03	0	0.05	NA	0.4
FEX_0003793	 brown	0	NA	NA	NA	0.12	NA	0	0	0	0	0.26	0.31	0.45	0	NA	NA	0.05	0.56	0.34	0
FEX_0003795	 mediumpurple3	NA	0.81	0	0.15	NA	6.67	NA	0	NA	NA	0	0	NA	0	NA	NA	0	2.65	0.08	20.54
FEX_0003796	 darkolivegreen	0.42	0.15	0.2	1.03	0.43	1.53	0.36	0.49	0.24	0.2	0.48	0.32	0.22	0.3	0.09	0.11	0.1	0.24	0.38	0.38
FEX_0003797	 darkolivegreen	0.24	0	0.2	1.08	0.16	1.29	0.51	0.1	0.98	0.22	0.16	0.84	0.18	0.13	NA	0.65	0.05	0.55	0.09	0.49
FEX_0003798	 darkolivegreen	0	0.11	0.47	0.33	0.08	1.8	0	0.81	0.45	0.42	0	0.14	0.77	0.39	0.44	0.04	0	0.06	0.76	0.29
FEX_0003799	 darkolivegreen	0.04	NA	0.57	0	NA	5.08	0	3.1	0.36	NA	0.44	0.5	0.2	0	NA	0.33	0	0.47	0	0.19
FEX_0003801	 salmon	24.96	0.06	0.2	0.21	0	2.06	0.18	0.11	0	0.15	1.32	0.24	0	0.25	20.03	0.07	0.02	0.18	0	3.22
FEX_0003802	 darkolivegreen	0.08	0	0	0.28	0	2.18	0.35	0.54	0	0	NA	0	0	0	NA	0	0	0	0	0.19
FEX_0003803	 darkolivegreen	0.38	0.09	0.21	0	NA	3.44	0.23	0.27	0.29	0.11	0.16	0.6	0.14	0	0	0.06	0.06	0.14	0	0.28
FEX_0003804	 darkgreen	7.61	0.08	0.29	6.73	99.75	3.44	0.22	10.2	20.47	0.11	0.15	0.4	11.22	20.83	0.02	0.05	0.05	0.31	0.17	2.05
FEX_0003805	 darkgreen	7.61	0.08	0.29	6.73	99.75	3.44	0.22	10.2	20.47	0.11	0.15	0.4	11.22	26.32	0.02	0.05	0.05	0.31	0.17	2.56
FEX_0003807	 darkolivegreen	94.37	0	0.54	33.33	99.75	NA	0	66.5	50.73	NA	0	0	50	100	NA	0	NA	1.31	0	26.93
FEX_0003808	 red	0.09	0.39	0	14.32	0	NA	0.04	0.22	20	0.18	0	0.83	1.27	0.09	NA	0	NA	1.17	0.2	0.31
FEX_0003810	 black	0	NA	0.07	0	0.47	4.88	0	0.58	0.2	2.56	0	50.23	0.28	0	NA	0	100	0.11	0.74	15.35
FEX_0003811	 black	0	0	0	1	NA	2.74	0	0.16	0.1	0.2	1.09	0.89	0	0	NA	0	NA	0	0.1	0
FEX_0003812	 darkolivegreen	0.08	0	0	0	NA	1.84	0.38	0.19	0.49	0.29	0.55	0	0.54	0	NA	0.11	0	0.43	0	0.47
FEX_0003813	 darkolivegreen	0.59	0	0	0.66	0	NA	0.19	0.09	0	0.43	0.39	0.62	0.22	0.11	0.11	0.02	0.01	0.14	0	1.11
FEX_0003814	 lightsteelblue1	0.38	0.06	0	0	NA	NA	0	0.68	0.16	0	0.52	0.35	0.23	0	0	0.03	0.02	0.07	0	0
FEX_0003817	 magenta	0	NA	NA	0.34	0	NA	0	0	0.37	NA	0.44	0	0	0	NA	NA	NA	NA	NA	0
FEX_0003818	 magenta	0	0.31	0	0.08	NA	21.09	12.88	0.3	0.78	NA	50	0	0.65	22.22	0.04	0.16	0	1.27	0.26	8.04
FEX_0003819	 magenta	0	0.3	NA	0	NA	21.09	0.15	0.2	0.78	NA	50	0	0.2	22.22	NA	0.16	0	1.27	0.33	12.37
FEX_0003820	 grey	50	0.2	49.77	NA	NA	75	50	50	NA	24.92	0	100	0	66.67	NA	25.27	50.1	20.32	NA	82.46
FEX_0003821	 blue	NA	0	0.35	NA	0	NA	0.1	0.7	0	0	0.28	0	0	1.1	NA	NA	0.07	0.24	0.2	0
FEX_0003822	 darkolivegreen	0.12	0.1	0.25	0.19	0.28	1.1	0.16	0.28	0.27	0.2	0.11	0.14	0.24	0.31	0.03	0.17	0.06	0.15	0.1	0.2
FEX_0003823	 darkolivegreen	0	0	NA	0.22	0.49	0.94	0.26	0.04	0.52	0.11	0.14	0	0.76	0	NA	0.2	0.38	0.15	0.11	0.11
FEX_0003824	 skyblue	25	NA	NA	33.33	NA	0.95	0	0	100	11.86	NA	0	32.86	0	0	NA	100	33.4	100	6.08
FEX_0003825	 skyblue	25	0.25	0.17	33.33	NA	0.79	0.54	0.14	50.73	7.71	0.11	0.37	32.86	2.22	0	0.44	100	18.32	100	5.62
FEX_0003826	 brown	0.32	NA	0	NA	0.25	0.66	0.06	0.12	0.22	NA	0.7	0.22	0.96	0	0.06	0.09	0.09	NA	0.1	0
FEX_0003827	 darkolivegreen	0	0	3.34	0	0	2.04	0	0	0	0	0	0.43	0	0	NA	0	NA	0	1.08	0
FEX_0003828	 darkolivegreen	0	0	3.34	0	0	2.04	0	0	0	0	0	0.43	0	0	NA	0	NA	0	1.08	0
FEX_0003829	 brown	NA	NA	0	NA	NA	0	0.21	0.29	NA	NA	0	0.29	0.79	0	NA	0.22	NA	0	NA	0
FEX_0003830	 brown	NA	NA	0	NA	NA	0	0.21	0.29	NA	NA	0	0.29	0.79	0	NA	0.22	NA	0	NA	0
FEX_0003832	 mediumpurple3	0	NA	NA	NA	NA	0	0	0	32.97	0	NA	0	0.1	0	0.13	0	0.1	NA	0.22	9.09
FEX_0003833	 mediumpurple3	0	NA	NA	NA	NA	0	0	0	32.97	0	NA	0	0.1	0	0.13	0	0.1	NA	0.22	9.09
FEX_0003834	 grey	0.03	50	NA	NA	99.55	1.77	100	100	48.69	100	17.61	81.88	75.88	NA	100	NA	100	6.81	50.07	23.34
FEX_0003835	 grey	0.21	50	NA	NA	99.55	NA	100	100	48.69	100	17.61	81.88	75.88	NA	100	NA	100	30.64	50.07	23.34
